seq,module,id,level,parent,name,card,type,label,description,label_ja,description_ja
4020,cor,cor-83,5,corG-18,summaryReportingElement,0..1,summaryReportingElementItemType,Summary Reporting Element,Associated XBRL element or XML element within an XML taxonomy - mapping to an XBRL concept.,集約報告エレメント,関係付けられた、XMLタクソノミ中のXBRL要素または、XML要素。XBRLコンセプトへのマッピング。
4030,cor,cor-84,5,corG-18,detailMatchingElement,0..1,detailMatchingElementItemType,Detail Matching Element,Associated XBRL element in XBRL-GL instance.,明細対応エレメント,関係付けられた、XBRL-GLインスタンス中のXBRL要素。
4470,cor,cor-85,4,corG-5,detailComment,0..1,detailCommentItemType,Description,Description of this line of detail only,説明,この明細行のみに対する説明。
4480,cor,cor-86,4,corG-5,dateAcknowledged,0..1,dateAcknowledgedItemType,Acknowledgement Date,Date of acknowledgement of goods/services shipped/received.,承認日付,出荷/受領済みの物品/サービスを承認した日付。
4490,cor,cor-87,4,corG-5,confirmedDate,0..1,confirmedDateItemType,Confirmation Date,Date of confirmation of shipment/receipt.,確認日付,出荷/受領を確認した日付。
4500,cor,cor-88,4,corG-5,shipFrom,0..1,shipFromItemType,Ship From,References organizationAddressLocationIdentifier where used. Otherwise freeform.,出荷元,organizationAddressLocationIdentifierの参照情報。または自由記述。
4510,cor,cor-89,4,corG-5,shipReceivedDate,0..1,shipReceivedDateItemType,Date Shipped/Received,Date goods/services are shipped/received.,出荷/受領日付,物品/サービスを出荷/受領した日付。
4520,cor,cor-90,4,corG-5,maturityDate,0..1,maturityDateItemType,Maturity Date or Date Due,Due date or other maturity date.,支払期日,支払期日やその他の期日。
4530,cor,cor-91,4,corG-5,terms,0..1,termsItemType,Payment Terms,Discount/payment terms.,支払条件,割引/支払い条件。
4540,bus,busG-21,4,corG-5,measurable,0..n,_,Measurable,"Parent for information regarding measurable items associated with the enclosing entryDetail line. Primary area used for holding performance measures. Based on needs for tracking inventory transactional detail, but suitable for anything assigned to an ""account"", ""reporting bucket"" or ""code"". Can be used to track any movements.",【計測可能物情報】,明細行に関係付けられた、計測可能物の情報の親タグ。おもにパフォーマンス測定のために使用される。在庫移動の詳細の追跡の必要性に基づき、「科目」、「報告バケット」、「コード」に関係付けられるあらゆるものに適する。あらゆる活動を追跡するために使用可能。
4550,bus,bus-136,5,busG-21,measurableCode,0..1,measurableCodeItemType,Measurable Code,"Code for measurable item including BP - Business process, FA - Fixed asset/Capitalized item, IN - Inventory, KPI - Metric, NT - Intangible, SP - Supplies, SV-P - Service by employee, vendor or contractor, SV-M - Service by equipment/machinery, OT - Other",計測可能物コード,計測可能物のコード。ビジネスプロセス、固定資産/資産化項目、在庫、測定基準、無形資産、貯蔵品、従業員/提供元/請負者によるサービス、装置/機械によるサービス、その他\n[設定値のリスト]\n(BP：ビジネスプロセス)、(FA：固定資産/資産化項目)、(IN：在庫)、(KPI：測定基準)、(NT：無形資産)、(SP：貯蔵品)、(SV-P：従業員/提供元/請負者によるサービス)、(SV-M：装置/機械によるサービス)、(OT：その他)
4560,bus,bus-137,5,busG-21,measurableCodeDescription,0..1,measurableCodeDescriptionItemType,Measurable Code Description,Free format description of the measurable code,計測可能物コード説明,計測可能物のコードの説明。
4570,bus,bus-138,5,busG-21,measurableCategory,0..1,measurableCategoryItemType,Measurable Category,Category of the measurable,計測可能物カテゴリ,計測可能物のカテゴリ。
4580,bus,bus-139,5,busG-21,measurableID,0..1,measurableIDItemType,Measurable Identification,Internal inventory part or SKU number or other code identifier for the measurable.,計測可能物識別子,計測可能物の社内在庫部分またはSKU番号またはその他のコード識別子。
4590,bus,bus-140,5,busG-21,measurableIDSchema,0..1,measurableIDSchemaItemType,Schema for Measurable Identification,URI or other identifier for schema with which measurable ID can be validated,計測可能物識別子スキーマ,計測可能物のIDを検証するスキーマの、URIまたはその他の識別子。
4600,bus,bus-141,5,busG-21,measurableIDOther,0..1,measurableIDOtherItemType,Secondary Measurable Identifier,Second identifier (such as vendor's item number),計測可能物第二識別子,第二識別子。（例えば、ベンダーでの品目番号）。
4610,bus,bus-142,5,busG-21,measurableIDOtherSchema,0..1,measurableIDOtherSchemaItemType,Schema for Secondary Measurable Identification,URI or other identifier for schema with which measurable ID Other can be validated,計測可能物第二識別子スキーマ,計測可能物の第二IDを検証するスキーマの、URIまたはその他の識別子。
4620,bus,bus-143,5,busG-21,measurableDescription,0..1,measurableDescriptionItemType,Measurable Description,Text description of measurable (e.g. inventory item or other identifier),計測可能物説明,計測可能物の説明。（たとえば、在庫やその他の識別子）\n
4630,bus,bus-144,5,busG-21,measurableQuantity,0..1,measurableQuantityItemType,Quantity,"Number of units in this transaction; for non-monetary calculations; can be square footage, number of people, etc.",数量,この取引における、単位数量。金額計算用ではない。平方フィート、人数など。
4640,bus,bus-145,5,busG-21,measurableQualifier,0..1,measurableQualifierItemType,Qualifier,"Field that can represent grading, inspection codes, ratings and other qualifiers to properly capture PKI/Balanced Scorecard information",修飾子,PKI又はバランススコアカード情報を適正に把握するための、等級付け、検査コード、格付けその他の修飾子を示す。
4650,bus,bus-146,5,busG-21,measurableUnitOfMeasure,0..1,measurableUnitOfMeasureItemType,Unit of Measure,"Description of unit: e.g. each, case, dozen, etc. ISO standard coding recommended.",計量単位,単位の説明。たとえば、個、箱、ダースなど。ISO標準のコードを推奨。
4660,bus,bus-147,5,busG-21,measurableCostPerUnit,0..1,measurableCostPerUnitItemType,Per Unit Cost/Price,"Per unit price of the measurable. Although one might expect that measurableQuantity * measurableCostPerUnit = amount, this is not mandated except by external rules sets.",単価,計測可能物の単価。measurableQuantity * measurableCostPerUnit = amountであることを期待するかもしれないが、外部規則がなければ必須ではない。
4670,bus,bus-148,5,busG-21,measurableStartDateTime,0..1,measurableStartDateTimeItemType,Start Time,Start time of the duration being measured,開始日時,計量期間の開始時刻。
4680,bus,bus-149,5,busG-21,measurableEndDateTime,0..1,measurableEndDateTimeItemType,End Time,End time of the duration being measured,終了日時,計量期間の終了時刻。
4690,bus,bus-150,5,busG-21,measurableActive,0..1,gl-gen:activeItemType,Measurable Active,"Boolean to indicate whether the measurable is active (=""true"") or inactive (=""false"")",計測可能物有効性,計測可能物が有効か無効かを示すブール値。
4700,ehm,ehm-1,5,busG-21,measurableClassID,0..1,measurableClassIDItemType,Measurable Class ID,"An enumerated code to identify the inventory, fixed asset or other measurable class. Enumerated as: raw material, work-in-process, finished goods, assemblies, supplies, land, building, machinery, furniture, vehicles, other.",測定可能なクラスID,在庫、固定資産、またはその他の測定可能なクラスを識別するための列挙されたコード。列挙：原材料、仕掛品、完成品、組立品、消耗品、土地、建物、機械、家具、車両、その他。
4710,ehm,ehm-2,5,busG-21,measurableClassDescription,0..1,measurableClassDescriptionItemType,Measurable Class Description,Free format description associated with gl-ehm:measurableClassID to provide specialization or clarification for the enumerated value of other.,測定可能なクラスの説明,gl-ehm：measurableClassIDに関連付けられた自由形式の説明で、他の列挙値の特殊化または明確化を提供します。
4720,ehm,ehm-3,5,busG-21,costingMethodCode,0..1,costingMethodCodeItemType,Costing Method Code,"An enumerated code for the inventory (or other measurable) costing method. Enumerated as: LIFO, FIFO, average, weighted-average, standard-cost, tax-basis, book-basis, other.",原価計算方法コード,在庫（または他の測定可能な）原価計算方法の列挙されたコード。列挙：LIFO、FIFO、平均、加重平均、標準コスト、税ベース、帳簿ベース、その他。
4730,ehm,ehm-4,5,busG-21,costingMethodDescription,0..1,costingMethodDescriptionItemType,Costing Method Description,Free format description associated with gl-ehm:costingMethodCode to provide specialization of clarification for the enumerated value of other.,原価計算方法の説明,gl-ehm：costingMethodCodeに関連付けられた自由形式の説明。他の列挙値の明確化を専門化します。
4740,ehm,ehm-5,5,busG-21,geospatialCoordinate,0..1,geospatialCoordinateItemType,Geospatial Coordinate,"Enter a relevant location for this item. Format can be either:\n- Degrees, minutes, and seconds (DMS): 41°24'12.2""N 2°10'26.5""E\n- Degrees and decimal minutes (DMM): 41 24.2028, 2 10.4418\n- Decimal degrees (DD): 41.40338, 2.17403",地理空間座標,"このアイテムに関連する場所を入力します。形式は次のいずれかになります。\n-度、分、秒（DMS）：41°24'12.2""N2°10'26.5""E \ n-度と小数分（DMM）：41 24.2028、2 10.4418 \ n -10度（DD）：41.40338、2.17403"
4750,ehm,ehmG-1,5,busG-21,serialLot,0..n,_,Serial Lot,"Tuple for holding information about serial numbers or lots (batches). As a tuple, this permits multiple serial numbers or multiple lot number batches within a single gl-cor:measurable structure.",シリアルロット,シリアル番号またはロット（バッチ）に関する情報を保持するためのタプル。タプルとして、これにより、単一のgl-cor：measurable構造内で複数のシリアル番号または複数のロット番号のバッチが許可されます。
4760,ehm,ehm-6,6,ehmG-1,serialLotCode,0..1,serialLotCodeItemType,Serial Lot Code,"Is this item tracked by serial numbers or lot numbers? A serial number is usually a unique number assigned to a single; a lot or batch number is provided when a batch of items is fungible but must be differentiated from similar items from other batches. Enumerated indicator for serial or lot items. Enumeration are: serial, lot, other, neither. If not included within the tuple, neither is assumed.",シリアルロットコード,このアイテムはシリアル番号またはロット番号で追跡されていますか？シリアル番号は通常、単一に割り当てられた一意の番号です。アイテムのバッチがファンジブルであるが、他のバッチの同様のアイテムと区別する必要がある場合は、ロット番号またはバッチ番号が提供されます。シリアルまたはロットアイテムの列挙型インジケーター。列挙は、シリアル、ロット、その他、どちらでもありません。タプルに含まれていない場合、どちらも想定されません。
4770,ehm,ehm-7,6,ehmG-1,serialLotDescription,0..1,serialLotDescriptionItemType,Serial Lot Description,Free format description associated with gl-ehm:serialLotCode to provide specialization and especially to provide clarification for the enumerated value of other in serialLotCode. Examples might be “batch” or “group”.,シリアルロットの説明,gl-ehm：serialLotCodeに関連付けられた自由形式の説明。特殊化を提供し、特にserialLotCode内の他の列挙値を明確にします。例としては、「バッチ」や「グループ」などがあります。
4780,ehm,ehm-8,6,ehmG-1,serialLotNumber,0..1,serialLotNumberItemType,Serial Lot Number,The holder for that actual serial number or lot (batch) number/code assigned to an item or a batch of items.,シリアルロット番号,アイテムまたはアイテムのバッチに割り当てられた実際のシリアル番号またはロット（バッチ）番号/コードの所有者。
4790,ehm,ehm-9,6,ehmG-1,nextSerialLotNumber,0..1,nextSerialLotNumberItemType,Next Serial Lot Number,"A field for holding the next expected serial or lot number to be given to future assignments, or for chaining between already assigned items.",次のシリアルロット番号,将来の割り当てに与えられる次の予想されるシリアル番号またはロット番号を保持するためのフィールド、またはすでに割り当てられたアイテム間のチェーンのためのフィールド。
4800,ehm,ehm-10,6,ehmG-1,serialLotQuantity,0..1,serialLotQuantityItemType,Serial Lot Quantity,The quantity of units in this particular batch. Unit of measure is the gl-bus:measurableUnitofMeasure.,シリアルロット数量,この特定のバッチのユニット数。測定単位はgl-bus：measurableUnitofMeasureです。
4810,ehm,ehm-11,6,ehmG-1,serialLotOriginalQuantity,0..1,serialLotOriginalQuantityItemType,Serial Lot Original Quantity,The quantity of units in this batch on inception.,シリアルロット元の数量,開始時のこのバッチのユニット数。
4820,ehm,ehm-12,6,ehmG-1,serialLotRemainingQuantity,0..1,serialLotRemainingQuantityItemType,Serial Lot Remaining Quantity,The remaining quantity of units from the original batch; may be the same as the quantity in this batch or include other batches from the same original batch.,シリアルロット残量,元のバッチの残りのユニット数。このバッチの数量と同じであるか、同じ元のバッチの他のバッチが含まれている可能性があります。
4830,ehm,ehm-13,6,ehmG-1,serialLotOrigination,0..1,serialLotOriginationItemType,Serial Lot Origination,Date of manufacture or creation.,シリアルロットオリジネーション,製造日または作成日。
4840,ehm,ehm-14,6,ehmG-1,serialLotExpiration,0..1,serialLotExpirationItemType,Serial Lot Expiration,Expiration date of the batch.,シリアルロットの有効期限,バッチの有効期限。
4850,ehm,ehm-15,6,ehmG-1,serialLotManufacturer,0..1,serialLotManufacturerItemType,Serial Lot Manufacturer,Manufacturer of the item (serial) or items (lot/batch).,シリアルロットメーカー,アイテム（シリアル）またはアイテム（ロット/バッチ）のメーカー。
4860,ehm,ehm-16,6,ehmG-1,serialLotBatchDescription,0..1,serialLotBatchDescriptionItemType,Serial Lot Batch Description,A name or description of the items in the lot or batch.,シリアルロットバッチの説明,ロットまたはバッチ内のアイテムの名前または説明。
4870,ehm,ehm-17,6,ehmG-1,serialLotWarrantyStartDate,0..1,serialLotWarrantyStartDateItemType,Serial Lot Warranty Start Date,"If the items are covered by warranty, when that warranty covered will begin or has begun.",シリアルロット保証開始日,アイテムが保証の対象である場合、その保証の対象となる時期が開始または開始されます。
4880,ehm,ehm-18,6,ehmG-1,serialLotWarrantyEndDate,0..1,serialLotWarrantyEndDateItemType,Serial Lot Warranty End Date,"If the items are covered by warranty, when that warranty covered will end or ended.",シリアルロット保証終了日,アイテムが保証の対象である場合、その保証の対象となる時期は終了または終了します。
4890,ehm,ehm-19,6,ehmG-1,serialLotWarrantyPeriod,0..1,serialLotWarrantyPeriodItemType,Serial Lot Warranty Period,"Warranty period – numeric portion; for a 30 day warranty period, the 30 would go here, and the day would go in gl-ehm:serialLotWarrantyPeriodUnit.",シリアルロット保証期間,保証期間–数値部分。 30日間の保証期間の場合、30はここに移動し、その日はgl-ehm：serialLotWarrantyPeriodUnitに移動します。
4900,ehm,ehm-20,6,ehmG-1,serialLotWarrantyPeriodUnit,0..1,serialLotWarrantyPeriodUnitItemType,Serial Lot Warranty Period Unit,"Warrant period – time or cycle unit portion. Values from the XBRL Unit Registry (www.xbrl.org/utr/utr.xml) are suggested where possible. Examples might include: H (hours), D (days), M (months), Y (years), machine cycles, km (kilometers).",シリアルロット保証期間単位,保証期間–時間またはサイクル単位の部分。可能な場合は、XBRLユニットレジストリ（www.xbrl.org/utr/utr.xml）の値が推奨されます。例としては、H（時間）、D（日）、M（月）、Y（年）、マシンサイクル、km（キロメートル）などがあります。
4910,ehm,ehm-21,6,ehmG-1,serialLotWarrantyVendor,0..1,serialLotWarrantyVendorItemType,Serial Lot Warranty Vendor,The vendor providing warranty; this may differ from the manufacturer.,シリアルロット保証ベンダー,保証を提供するベンダー。これはメーカーとは異なる場合があります。
4920,ehm,ehm-22,6,ehmG-1,serialLotWarrantyContract,0..1,serialLotWarrantyContractItemType,Serial Lot Warranty Contract,"Contract or document information related to the warranty, such as a contract number and date or a URL with more information.",シリアルロット保証契約,契約番号と日付、または詳細情報を含むURLなど、保証に関連する契約または文書情報。
4930,ehm,ehm-23,6,ehmG-1,serialLotComment,0..1,serialLotCommentItemType,Serial Lot Comment,Free format text related to the serial number or lot.,シリアルロットコメント,シリアル番号またはロットに関連するフリーフォーマットのテキスト。
4940,bus,busG-22,4,corG-5,jobInfo,0..n,_,Job Information,"Tuple for holding job related information, separate from jobs represented in account identifier. Would probably only have one jobinfo tuple for each entry line, but there may be a need to express more than one.",【ジョブ情報】,科目識別子で表現されるジョブとは別の、ジョブに関係する情報のタプル。個々の明細行に対してひとつだけ存在すると思われるが、複数必要かもしれない。
4950,usk,usk-11,5,busG-22,jobCode,0..1,jobCodeItemType,Job Identifier,"Associated job number or code. This could be built into the account, but many systems maintain a separate job coding system. Use primarily if job identification is a separate system, and not considered part of the chart of accounts.",ジョブ識別子,関連するジョブ番号かジョブコード。 科目に組み込めるかもしれないが、多くのシステムでは独立したジョブコードシステムを持っている。おもに、ジョブの識別が別システムであり、科目体系に含まれないときに使用される。
4960,usk,usk-12,5,busG-22,jobDescription,0..1,jobDescriptionItemType,Job Description,Description of job,ジョブ説明,ジョブの説明。
4970,usk,usk-13,5,busG-22,jobPhaseCode,0..1,jobPhaseCodeItemType,Job Phase,"Job code, phase, activity. Allows greater granularity than a simple job number. Although the core only reaches down from job to phases, this can be customized to extend down to cost codes.",ジョブフェーズ,ジョブコード、フェーズ、活動。 簡単なジョブ番号より詳細な定義が可能。基本的には、ジョブからフェーズを導くのみだが、コストコードにまでいたるように拡張可能。
4980,usk,usk-14,5,busG-22,jobPhaseDescription,0..1,jobPhaseDescriptionItemType,Job Phase Description,"Description of Job code, phase, activity",ジョブフェーズ説明,ジョブコード、フェーズ、活動の説明。
4990,usk,usk-15,5,busG-22,jobActive,0..1,gl-gen:activeItemType,Job Active,"Boolean to indicate whether the job is active (=""true"") or inactive (=""false"")",ジョブ有効性,ジョブが有効か無効かを示すブール値。
5000,bus,busG-23,4,corG-5,depreciationMortgage,0..n,_,Depreciation Mortgage,"Parent for information related to depreciation, mortgages, etc.",【減価償却/抵当債務情報】,減価償却、抵当債務等に関連する情報の親タグ。
5010,bus,bus-151,5,busG-23,dmJurisdiction,0..1,dmJurisdictionTypeItemType,Mortgage Jurisdiction,"Jurisdiction (e.g. federal, state, local): e.g. US Federal, Province of Québec, other identifier",抵当債務管轄,管轄地区。（連邦、州、ローカル、等）。たとえば、米国連邦政府、ケベック州、その他の識別子。[設定値のリスト]\n(F)、(federal：連邦)、(S)、(state：州)、(L)、(local：地域)、(other：その他)\n
5020,bus,bus-152,5,busG-23,dmMethodType,0..1,dmMethodTypeItemType,Depreciation Method,"Type of depreciation method: used for information about the loan percentage for loan or the depreciation method. This is used for informational purposes only. Examples of entries are ""20%"", ""5 year DDB"" (Double Declining Balance).",減価償却方法,減価償却方法のタイプ。ローンのパーセンテージや減価償却方法に関する情報を含む。単なる情報提供を目的とする。たとえば、20%、5年、DDB(倍額定率)。
5030,bus,bus-153,5,busG-23,dmLifeLength,0..1,dmLifeLengthItemType,Mortgage Life,Length of life in number of periods.,抵当債務期間,存在する期間数。
5040,bus,bus-154,5,busG-23,dmComment,0..1,dmCommentItemType,Description,"Description of each item related to depreciation, mortgage, loan, credit facility, etc.",債務説明,減価償却や債権債務、ローン、信用供与等に関する項目の説明。
5050,bus,bus-155,5,busG-23,dmStartDate,0..1,dmDateItemType,Start Date,"Start of the applicable period of each item related to depreciation, mortgage, loan, credit facility, etc.",開始日付,減価償却や債権債務、ローン、信用供与等に関する項目の、適用期間の開始日。
5060,bus,bus-156,5,busG-23,dmEndDate,0..1,dmDateItemType,End Date,"End of the applicable period of each item related to depreciation, mortgage, loan, credit facility, etc.",終了日付,減価償却や債権債務、ローン、信用供与等に関する項目の、適用期間の終了日。
5070,bus,bus-157,5,busG-23,dmAmount,0..1,dmAmountItemType,Amount,"Amount of a cost or fee charged for a mortgage, loan, credit facility, etc.",手数料,減価償却や債権債務、ローン、信用供与等で請求されるコストや手数料。
5080,cor,corG-19,4,corG-5,taxes,0..n,_,Tax Information,Tuple for holding tax related information,【税情報】,税関連の情報のタプル。
5090,cor,cor-92,5,corG-19,taxAuthority,0..1,taxAuthorityItemType,Tax Authority,Name of the relevant tax authority,課税庁,関係する課税庁の名前。
5100,cor,cor-93,5,corG-19,taxTableCode,0..1,taxTableCodeItemType,Tax Table Code,Tax table code used by the relevant tax authority,税率表コード,関係する課税庁で使用される税率表のコード。
5110,cor,cor-94,5,corG-19,taxDescription,0..1,taxDescriptionItemType,Tax Description,Description of tax authority,課税庁説明,課税庁の説明。
5120,cor,cor-95,5,corG-19,taxAmount,0..1,taxAmountItemType,Amount of Taxes,Amount of taxes,税額,税額。
5130,cor,cor-96,5,corG-19,taxBasis,0..1,taxBasisItemType,Basis for Taxation,Basis for taxation,課税基準,課税基準。
5140,cor,cor-97,5,corG-19,taxExchangeRate,0..1,taxExchangeRateItemType,"If the tax is in a foreign currency, the exchange rate used expressed as national currency divided by foreign currency","If the tax is in a foreign currency, the exchange rate used expressed as national currency divided by foreign currency",[非推奨] 税額換算用レート,税が外貨建ての場合の、換算レート。自国通貨を外貨で割った値。
5150,cor,cor-98,5,corG-19,taxPercentageRate,0..1,taxPercentageRateItemType,Tax Percentage Rate,Percent rate for VAT or other taxes normally a number between 0 and 1.0 - e.g. 50% is represented as 0.5,税率,VAT(物品税)またはその他の税のパーセント比率。0から1.0の間の値。たとえば50%は0.5とあらわす。
5160,cor,cor-99,5,corG-19,taxCode,0..1,taxCodeItemType,Tax Category,A class or category of taxes,税区分,税のクラス又はカテゴリ。
5170,cor,cor-100,5,corG-19,taxCommentExemption,0..1,taxCommentExemptionItemType,Tax Comment/Exemption Reason,Additional text/code for exemption reasons or other comments.,税コメント/免税理由,免税理由やその他のコメントのための、追加の文またはコード。
5180,muc,muc-32,5,corG-19,taxAmountForeignCurrency,0..1,gl-gen:amountItemType,Tax Amount in Foreign Currency,"If the tax is in a foreign currency, the amount of tax in that currency",外貨建税額,税が外貨建ての場合の、税額。
5190,muc,muc-33,5,corG-19,taxCurrency,0..1,currencyItemType,Tax Foreign Currency,"If the tax is in a foreign currency, that currency",外貨建税額通貨,税が外貨建ての場合の、通貨。
5200,muc,muc-34,5,corG-19,taxExchangeRateDate,0..1,exchangeRateDateItemType,Tax Exchange Rate Date,"If the tax is in a foreign currency, the date or date and time of the exchange rate used",税額換算レート日付,税が外貨建ての場合の、換算レートの日付または日付/時刻。
5210,muc,muc-35,5,corG-19,taxExchangeRate,0..1,exchangeRateItemType,Tax Exchange Rate Item Type,"If the tax is in a foreign currency, the exchange rate used expressed as national currency divided by foreign currency",税額換算レート,税が外貨建ての場合の、換算レート。自国通貨を外貨で割った値。
5220,muc,muc-36,5,corG-19,taxExchangeRateSource,0..1,exchangeRateSourceItemType,Tax Exchange Rate Source,"If the tax is in a foreign currency, source of exchange rate - for example, Reuters, Bloomberg",税額換算レート情報源,"税が外貨建ての場合の、換算レートの情報源。たとえば、Reuters, Bloomberg"
5230,muc,muc-37,5,corG-19,taxExchangeRateType,0..1,exchangeRateTypeItemType,Tax Exchange Rate Type,"If the tax is in a foreign currency, type of exchange rate - for example, spot rate, forward contract etc.",税額換算レート種別,税が外貨建ての場合の、換算レートの種別。たとえば、スポット・レート、先物など。
5240,muc,muc-38,5,corG-19,taxExchangeRateComment,0..1,commentItemType,Tax Exchange Rate Comment,"If the tax is in a foreign currency, comment about exchange rate used",税額換算レートコメント,税が外貨建ての場合の、換算レートに関するコメント。
5250,muc,muc-39,5,corG-19,taxAmountTriangulationCurrency,0..1,gl-gen:amountItemType,Tax Amount in Triangulation Currency,"If the tax is in a foreign currency and triangulation is used, the amount of that tax in the triangulation currency",税額トライアンギュレーション通貨換算額,税が外貨建てで、トライアンギュレーション取引の場合の、トライアンギュレーション通貨での税額。
5260,muc,muc-40,5,corG-19,taxTriangulationCurrency,0..1,currencyItemType,Tax Triangulation Currency,"If the tax is in a foreign currency and triangulation is used, the triangulation currency",税額換算トライアンギュレーション通貨,税が外貨建てで、トライアンギュレーション取引の場合の、トライアンギュレーション通貨。
5270,muc,muc-41,5,corG-19,taxTriangulationExchangeRate,0..1,exchangeRateItemType,Tax Triangulation Currency Exchange Rate,"If the tax is in a foreign currency and triangulation is used, the exchange rate used expressed as national currency divided by triangulation currency",税額トライアンギュレーション通貨換算レート,税が外貨建てで、トライアンギュレーション取引の場合の、換算レート。自国通貨をトライアンギュレーション通貨で割った値。
5280,muc,muc-42,5,corG-19,taxTriangulationExchangeRateSource,0..1,exchangeRateSourceItemType,Tax Triangulation Currency Exchange Rate Source,"If the tax is in a foreign currency and triangulation is used, source of exchange rate - for example, Reuters, Bloomberg",税額トライアンギュレーション通貨換算レート情報源,"税が外貨建てで、トライアンギュレーション取引の場合の、換算レートの情報源。たとえば、Reuters, Bloomberg\n"
5290,muc,muc-43,5,corG-19,taxTriangulationExchangeRateType,0..1,exchangeRateTypeItemType,Tax Triangulation Currency Exchange Rate Type,"If the tax is in a foreign currency and triangulation is used, type of exchange rate - for example, spot rate, forward contract etc.",税額トライアンギュレーション通貨換算レート種別,税が外貨建てで、トライアンギュレーション取引の場合の、換算レートの種別。たとえば、スポット・レート、先物など\n
5300,muc,muc-44,5,corG-19,taxForeignTriangulationExchangeRate,0..1,exchangeRateItemType,Tax Foreign to Triangulation Currency Exchange Rate,"If the tax is in a foreign currency and triangulation is used,  the exchange rate used expressed as foreign currency divided by triangulation currency",税額外貨トライアンギュレーション通貨換算レート,税が外貨建てで、トライアンギュレーション取引の場合の、換算レート。外貨をトライアンギュレーション通貨で割った値。
5310,muc,muc-45,5,corG-19,taxForeignTriangulationExchangeRateSource,0..1,exchangeRateSourceItemType,Tax Foreign to Triangulation Currency Exchange Rate Source,"If the tax is in a foreign currency and triangulation is used, source of exchange rate - for example, Reuters, Bloomberg",税額外貨トライアンギュレーション通貨換算レート情報源,"税が外貨建てで、トライアンギュレーション取引の場合の、換算レートの情報源。たとえば、Reuters, Bloomberg"
5320,muc,muc-46,5,corG-19,taxForeignTriangulationExchangeRateType,0..1,exchangeRateTypeItemType,Tax Foreign to Triangulation Currency Exchange Rate Type,"If the tax is in a foreign currency and triangulation is used, type of exchange rate - for example, spot rate, forward contract etc.",税額外貨トライアンギュレーション通貨換算レート種別,税が外貨建てで、トライアンギュレーション取引の場合の、換算レートの種別。たとえば、スポット・レート、先物など。
5330,taf,taf-1,4,corG-5,tickingField,0..1,tickingFieldItemType,Ticking Field,"Signifies that an item has been cleared, finished, finalized. When checking accounts are called for, the tick or letter showing this was done appears in this field. Can also be used for identifying that the\noriginal document against which a payment or DR/CR memo applies has been reconciled.",チェック欄,項目が消去または完了されたことを示す。勘定のチェックが要求される場合、処理済を示すチェックマークまたは文字が指定される。支払またはDR/CRのメモに対する元文書が、消し込まれたことを確認するためにも使用可能。
5340,taf,taf-2,4,corG-5,documentRemainingBalance,0..1,documentRemainingBalanceItemType,Document Remaining Balance,Balance remaining on the document,文書上残高,文書上の残高。
5350,taf,taf-3,4,corG-5,uniqueConsignmentReference,0..1,uniqueConsignmentReferenceItemType,UCR,"Unique Consignment Reference or UCR. An ""origin to destination"" reference code for international consignments, developed in cooperation with the World Customs Organization and EAN International (EAN). (http://www.wcoomd.org/ie/EN/press/UCR_new_e.pdf)",UCRコード,"Unique Consignment ReferenceまたはUCR。国際委託販売のための""origin to destination""参照コード。World Customs OrganizationとEAN International (EAN)が共同で開発している。\n(http://www.wcoomd.org/ie/EN/press/UCR_new_e.pdf)"
5360,taf,tafG-1,4,corG-5,originatingDocumentStructure,0..n,_,Originating Document  - Heading,"A tool to capture the flow of related documents in the business process. Some needs of end users require a greater history of the documents that are associated with a transaction, especially in the VAT audit area. Contains a repetitive structure of related documents.",【発生元文書情報】,業務プロセス上の、関連文書の流れを捕捉するためのもの。特にVAT監査では、エンドユーザの要求として、取引に関係する文書の履歴が必要とされる。関連文書情報の構造の繰り返しを含む。
5370,taf,taf-4,5,tafG-1,originatingDocumentType,0..1,gl-gen:documentTypeItemType,Originating Document Type,"Originating document type - order, acknowledgement, confirmation, shipment, delivery/receipt, invoice, payment, etc.",発生元文書種別,発生元文書の種別。発注、通知、確認、出荷、配送/受領、請求、支払、など。
5380,taf,taf-5,5,tafG-1,originatingDocumentNumber,0..1,originatingDocumentNumberItemType,Originating Document Number,Originating document number,発生元文書番号,発生元文書の番号。
5390,taf,taf-6,5,tafG-1,originatingDocumentDate,0..1,originatingDocumentDateItemType,Originating Document Date,Originating document date,発生元文書日付,発生元文書の日付。
5400,taf,taf-7,5,tafG-1,originatingDocumentIdentifierType,0..1,gl-gen:identifierTypeItemType,Originating Document Identifier Type,"Originating document identifier type: e.g. Customer, Vendor, Employee, Other",発生元文書対象CVE種別,発生元文書の対象となるCVEの種別。例えば、顧客、仕入先、従業員、その他。\n[設定値のリスト]\n(C)、(customer：顧客)、(E)、(employee：従業員)、(V)、(vendor：仕入先)、(O)、(other：その他)、(I)、(salesperson-internal：店舗内販売員)、(X)、(salesperson-external：外交販売員)、(N)、(contractor：請負者) 
5410,taf,taf-8,5,tafG-1,originatingDocumentIdentifierCode,0..1,originatingDocumentIdentifierCodeItemType,Originating Document Identifier Code,Originating document identifier code,発生元文書対象CVEコード,発生元文書の対象となるCVEのコード。
