SemSort	ID	Section	PINT Cardinality	Aligned	Aligned Cardinality	Level	BT	BT_ja	DT	Desc	Desc_ja	Explanation	Explanation\ja	Example Value (値の例)	Synt Sort	element	UBLdatatype	UBL syntax binding XPath	selectors	Code list	UBL Occurrence	CardinalityAlignment
2780	ibt-190	Aligned	0..1		0..1	3	TAX category tax amount in accounting currency	会計通貨での課税分類毎の消費税額	Amount	The total TAX amount for a given TAX category in the invoice accounting currency.	課税分類での請求書消費税合計の会計通貨での金額。				3510	cbc:TaxAmount	udt:AmountType	/Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/cbc:TaxCurrencyCode/text()]/cac:TaxSubtotal/cbc:TaxAmount			1..1	CAR-1
															3520	@currencyID	xsd:normalizedString	/Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/cbc:TaxCurrencyCode/text()]/cac:TaxSubtotal/cbc:TaxAmount/@currencyID			1..1	
															3530	cac:TaxCategory	cac:TaxCategoryType	/Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/cbc:TaxCurrencyCode/text()]/cac:TaxSubtotal/cac:TaxCategory			1..1	
2790	ibt-192	Aligned	0..1	Aligned	1..1	3	TAX category code for tax category tax amount in accounting currency	会計通貨での課税分類コード	Code	Coded identification of a TAX category in the invoice accounting currency.	 請求書会計通貨での課税分類のコード化された識別子。				3540	cbc:ID	udt:IdentifierType	/Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/cbc:TaxCurrencyCode/text()]/cac:TaxSubtotal/cac:TaxCategory/cbc:ID		UNCL535	0..1	
2800	ibt-193	Aligned	0..1		0..1	3	TAX category rate for tax category tax amount in accounting currency	会計通貨での課税分類毎の税率	Percentage	"The TAX rate	 represented as percentage that applies for the relevant TAX category in the invoice accounting currency."	会計通貨での該当する課税分類に適用されるパーセンテージとして表した税率。				3550	cbc:Percent	udt:PercentType	/Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/cbc:TaxCurrencyCode/text()]/cac:TaxSubtotal/cac:TaxCategory/cbc:Percent			0..1	
2630	ibg-22	Shared	1..1		1..1	1	DOCUMENT TOTALS	請求書総合計金額		A group of business terms providing the monetary totals for the Invoice.	請求書合計金額に係る情報を提供するビジネス用語のグループ。				3560	cac:LegalMonetaryTotal	cac:MonetaryTotalType	/Invoice/cac:LegalMonetaryTotal			1..1	
2640	ibt-106	Shared	1..1		1..1	2	Sum of Invoice line net amount	値引後請求書明細行金額の合計	Amount	Sum of all Invoice line net amounts in the Invoice.	値引後明細行金額の合計金額。	"Since there is no business custom of cash discount in Japan	 ""net amount"" is interpreted as after discount. "	日本には現金割引の慣習がないため、値引後と解釈する。	40000	3570	cbc:LineExtensionAmount	udt:AmountType	/Invoice/cac:LegalMonetaryTotal/cbc:LineExtensionAmount			1..1	
															3580	@currencyID	xsd:normalizedString	/Invoice/cac:LegalMonetaryTotal/cbc:LineExtensionAmount/@currencyID			1..1	
2670	ibt-109	Shared	1..1		1..1	2	Invoice total amount without TAX	請求書合計金額(税抜き)	Amount	The total amount of the Invoice without TAX.	請求書合計金額(税抜き)。		jbt-109 = Σjbt-116 課税分類毎の課税基準額。	3900	3590	cbc:TaxExclusiveAmount	udt:AmountType	/Invoice/cac:LegalMonetaryTotal/cbc:TaxExclusiveAmount			0..1	CAR-2
															3600	@currencyID	xsd:normalizedString	/Invoice/cac:LegalMonetaryTotal/cbc:TaxExclusiveAmount/@currencyID			1..1	
2690	ibt-112	Shared	1..1		1..1	2	Invoice total amount with TAX	請求書合計金額(税込み)	Amount	The total amount of the Invoice with tax.	請求書合計金額(税込み)。		jbt-112 = jbt-109 請求書合計金額(税抜き) + jbt-110 請求書消費税合計金額。	4300	3610	cbc:TaxInclusiveAmount	udt:AmountType	/Invoice/cac:LegalMonetaryTotal/cbc:TaxInclusiveAmount			0..1	CAR-2
															3620	@currencyID	xsd:normalizedString	/Invoice/cac:LegalMonetaryTotal/cbc:TaxInclusiveAmount/@currencyID			1..1	
2650	ibt-107	Shared	0..1		0..1	2	Sum of allowances on document level	請求書レベルの返金の合計	Amount	Sum of all allowances on document level in the Invoice.	請求書レベルの返金の合計。			300	3630	cbc:AllowanceTotalAmount	udt:AmountType	/Invoice/cac:LegalMonetaryTotal/cbc:AllowanceTotalAmount			0..1	
															3640	@currencyID	xsd:normalizedString	/Invoice/cac:LegalMonetaryTotal/cbc:AllowanceTotalAmount/@currencyID			1..1	
2660	ibt-108	Shared	0..1		0..1	2	Sum of charges on document level	請求書レベルの追加請求の合計	Amount	Sum of all charges on document level in the Invoice.	請求書レベルの追加請求の合計。			200	3650	cbc:ChargeTotalAmount	udt:AmountType	/Invoice/cac:LegalMonetaryTotal/cbc:ChargeTotalAmount			0..1	
															3660	@currencyID	xsd:normalizedString	/Invoice/cac:LegalMonetaryTotal/cbc:ChargeTotalAmount/@currencyID			1..1	
2700	ibt-113	Shared	0..1		0..1	2	Paid amount	支払済金額	Amount	The sum of amounts which have been paid in advance.	事前に支払われた金額の合計。				3670	cbc:PrepaidAmount	udt:AmountType	/Invoice/cac:LegalMonetaryTotal/cbc:PrepaidAmount			0..1	
															3680	@currencyID	xsd:normalizedString	/Invoice/cac:LegalMonetaryTotal/cbc:PrepaidAmount/@currencyID			1..1	
2710	ibt-114	Shared	0..1		0..1	2	Rounding amount	丸めるための金額	Amount	The amount to be added to the invoice total to round the amount to be paid.	支払金額に丸めるために請求書の合計金額に追加される金額。				3690	cbc:PayableRoundingAmount	udt:AmountType	/Invoice/cac:LegalMonetaryTotal/cbc:PayableRoundingAmount			0..1	
															3700	@currencyID	xsd:normalizedString	/Invoice/cac:LegalMonetaryTotal/cbc:PayableRoundingAmount/@currencyID			1..1	
2720	ibt-115	Shared	1..1		1..1	2	Amount due for payment	差引請求金額	Amount	The outstanding amount that is requested to be paid.	買い手が支払を要求されている差引請求金額。			4300	3710	cbc:PayableAmount	udt:AmountType	/Invoice/cac:LegalMonetaryTotal/cbc:PayableAmount			1..1	
															3720	@currencyID	xsd:normalizedString	/Invoice/cac:LegalMonetaryTotal/cbc:PayableAmount/@currencyID			1..1	
2950	ibg-25	Shared	1..n		1..n	1	INVOICE LINE	請求書明細行		A group of business terms providing information on individual Invoice lines.	請求書明細行に関する情報を提供するビジネス用語のグループ。				3730	cac:InvoiceLine	cac:InvoiceLineType	/Invoice/cac:InvoiceLine			1..n	
2960	ibt-126	Shared	1..1		1..1	2	Invoice line identifier	請求書明細行ID	Identifier	A unique identifier for the individual line within the Invoice.	この請求書内で個々の明細行を一意に識別するためのID。			1	3740	cbc:ID	udt:IdentifierType	/Invoice/cac:InvoiceLine/cbc:ID			1..1	
2970	ibt-127	Shared	0..1		0..1	2	Invoice line note	請求書明細行注釈	Text	A textual note that gives unstructured information that is relevant to the Invoice line.	請求書明細行に関連する構造化されていない情報を提供するためのテキスト、注釈。			ABC1234	3750	cbc:Note	udt:TextType	/Invoice/cac:InvoiceLine/cbc:Note			0..n	CAR-3
3030	ibt-129	Shared	1..1		1..1	2	Invoiced quantity	請求する数量	Quantity	The quantity of items (goods or services) that is charged in the Invoice line.	請求書明細行で請求する品目(財又はサービス)の数量。	"In the numerical representation	 for data type quantity	 the decimal point is . (period)	 and the integer part is not separated by 1000 units."	【例1】一箱１ダース（12本）入りの鉛筆10箱を購入したとき、jbt-150 品目単価基準数量の数量単位コードがDZNであれば、数量は、10 \n【例2】一箱１ダース（12本）入りの鉛筆10箱を購入したとき、jbt-150 品目単価基準数量の数量単位コードがEAであれば、jbt-149 品目単価基準数量が12で、数量は、120 \nいづれの場合も価格単価は、一箱の価格。 \n数値表現は、データ型 Quantity については、小数点はピリオド、整数部分の1000単位の区切りはなし。	5000	3760	cbc:InvoicedQuantity	udt:QuantityType	/Invoice/cac:InvoiceLine/cbc:InvoicedQuantity			0..1	CAR-2
3040	ibt-130	Shared	1..1		1..1	2	Invoiced quantity unit of measure code	請求する数量の数量単位コード	Code	The unit of measure that applies to the invoiced quantity.	請求数量に適用する数量単位コード。		"数量単位は	 UN/ECE勧告のリストから選択しなければならない。 \n勧告第 20 号： 国際取引に用いられる単位のコード および \n勧告第 21 号： 乗客、貨物種類、梱包、梱包材コードに記載された方法を適用する。　\nほとんどの場合、買い手と売り手がソフトウェアにこれらのリストを完全に実装する必要はない。　\n売り手は、自社の商品やサービスに必要な単位をサポートするだけでよいし、買い手は、請求書で使用されている単位が他の文書で使用されている単位と等しいことを確認するだけで済む(契約書、カタログ、注文書、および出荷案内書など)。　\n金額は消費税を除いた金額で、明細行の控除（返金）、追加請求、およびその他の関連税金が含まれる。　\n【例】一箱１ダース（12本）入りの鉛筆10箱を購入したとき、数量単位コードは、DZN"	EA	3770	@unitCode	xsd:normalizedString	/Invoice/cac:InvoiceLine/cbc:InvoicedQuantity/@unitCode		UNECERec2	0..1	CAR-2
3050	ibt-131	Shared	1..1		1..1	2	Invoice line net amount	値引後請求書明細行金額(税抜き)	Amount	The total amount of the Invoice line (before tax).	値引後の請求書明細行の合計金額(税抜き)。		jbt−131 = jbt-146 品目単価(値引/割引後)(税抜き) × (jbt-129 請求される数量 ÷ jbt-149 品目単価基準数量 + jbt-141 請求書明細行の追加請求金額(税抜き) − jbt-136 請求書明細行の返金金額(税抜き)\n欧州規格では、消費税課税対象金額(税抜き)は小数点以下第2位に四捨五入する必要があるため、計算のさまざまな部分を個別に四捨五入する必要があることに注意。\njbt-131 値引/割引後請求書明細行金額 = (jbt-146 品目単価(値引/割引後)(税抜き) ÷ jbt-149 品目単価基準数量 × jbt-129 請求される数量 の結果は、小数点以下第2位に四捨五入する必要がある。\n請求書明細行の追加請求金額(税抜き) 及び請求書明細行の追加請求金額(税抜き)も個別に四捨五入される。\n	4000	3780	cbc:LineExtensionAmount	udt:AmountType	/Invoice/cac:InvoiceLine/cbc:LineExtensionAmount			1..1	
															3790	@currencyID	xsd:normalizedString	/Invoice/cac:InvoiceLine/cbc:LineExtensionAmount/@currencyID			1..1	
3090	ibt-133	Shared	0..1		0..1	2	Invoice line Buyer accounting reference	請求書明細行買い手会計参照	Text	A textual value that specifies where to book the relevant data into the Buyer’s financial accounts.	請求書明細行に関連したデータを買い手のどの勘定科目で記帳するかを指定するテキスト。		必要に応じて、請求書を発するときに、この参照情報を買い手が売り手に提供する。		3800	cbc:AccountingCost	udt:TextType	/Invoice/cac:InvoiceLine/cbc:AccountingCost			0..1	
3100	ibg-26	Shared	0..1		0..1	2	INVOICE LINE PERIOD	請求書明細行の期間		A group of business terms providing information about the period relevant for the Invoice line.	請求書明細行に関連する期間に関する情報				3810	cac:InvoicePeriod	cac:PeriodType	/Invoice/cac:InvoiceLine/cac:InvoicePeriod			0..n	CAR-3
3110	ibt-134	Shared	0..1		0..1	3	Invoice line period start date	請求書明細行の期間開始日	Date	The date when the Invoice period for this Invoice line starts.	請求書明細行の請求期間が開始する日付	The date is described in the Christian era and is YYYY-MM-DD. 	日付表示は西暦表示で、YYYY-MM-DD となる。		3820	cbc:StartDate	udt:DateType	/Invoice/cac:InvoiceLine/cac:InvoicePeriod/cbc:StartDate			0..1	
3120	ibt-135	Shared	0..1		0..1	3	Invoice line period end date	請求書明細行の期間終了日	Date	The date when the Invoice period for this Invoice line ends.	請求書明細行の請求期間が終了する日付	The date is described in the Christian era and is YYYY-MM-DD. 	日付表示は西暦表示で、YYYY-MM-DD となる。		3830	cbc:EndDate	udt:DateType	/Invoice/cac:InvoiceLine/cac:InvoicePeriod/cbc:EndDate			0..1	
															3840	cac:OrderLineReference	cac:OrderLineReferenceType	/Invoice/cac:InvoiceLine/cac:OrderLineReference			0..n	CAR-3
3070	ibt-132	Shared	0..1		0..1	2	Referenced purchase order line reference	購買発注明細行参照	Document Reference	"An identifier for a referenced line within a purchase order	 issued by the Buyer."	買い手が付番した発注書内の明細行を参照するためのID。			2023-POIU-8745#001	3850	cbc:LineID	udt:IdentifierType	/Invoice/cac:InvoiceLine/cac:OrderLineReference/cbc:LineID			1..1	CAR-3
															3860	cac:OrderReference	cac:OrderReferenceType	/Invoice/cac:InvoiceLine/cac:OrderLineReference/cac:OrderReference			0..1	
3060	ibt-183	Aligned	0..1		0..1	2	Purchase order reference	購買発注書参照	Document Reference	"An identifier for a referenced purchase order	 issued by the Buyer."	買い手が付番した発注番号を参照するためのID。			2023-POIU-8745	3870	cbc:ID	udt:IdentifierType	/Invoice/cac:InvoiceLine/cac:OrderLineReference/cac:OrderReference/cbc:ID			1..1	
															3880	cac:DespatchLineReference	cac:LineReferenceType	/Invoice/cac:InvoiceLine/cac:DespatchLineReference			0..n	
															3890	cbc:LineID	udt:IdentifierType	/Invoice/cac:InvoiceLine/cac:DespatchLineReference/cbc:LineID			1..1	
															3900	cac:DocumentReference	cac:DocumentReferenceType	/Invoice/cac:InvoiceLine/cac:DespatchLineReference/cac:DocumentReference			0..1	
3080	ibt-184	Aligned	0..1		0..1	2	Despatch advice reference	出荷案内書参照	Document Reference	An identifier for a referenced despatch advice.	この請求書が参照する出荷案内書を参照するためのID。				3910	cbc:ID	udt:IdentifierType	/Invoice/cac:InvoiceLine/cac:DespatchLineReference/cac:DocumentReference/cbc:ID			1..1	
2980	ibg-36	Aligned	0..1		0..1	2	LINE DOCUMENT REFERENCE	明細行文書参照		"An identifier for an object on which the invoice line is based	 given by the Seller."	売り手によって指定された、請求書の明細行の請求の根拠となっているオブジェクトの識別子。				3920	cac:DocumentReference	cac:DocumentReferenceType	/Invoice/cac:InvoiceLine/cac:DocumentReference[cbc:DocumentTypeCode!='130']	cbc:DocumentTypeCode != 130		0..n	CAR-3
2990	ibt-188	Aligned	1..1		1..1	3	Invoice line document identifier	明細行文書ID	Identifier	An identifiers for a document that the invoice line referes to.	請求書明細行が参照する文書のID			1	3930	cbc:ID	udt:IdentifierType	/Invoice/cac:InvoiceLine/cac:DocumentReference[cbc:DocumentTypeCode!='130']/cbc:ID			1..1	
3000	ibt-189	Aligned	0..1		0..1	3	Document type code	文書タイプコード	Code	A code that qualifies the type of the document that is referenced.	参照する文書の種類を規定するコード				3940	cbc:DocumentTypeCode	udt:CodeType	/Invoice/cac:InvoiceLine/cac:DocumentReference[cbc:DocumentTypeCode!='130']/cbc:DocumentTypeCode		UNCL11	0..1	
															3950	cac:DocumentReference	cac:DocumentReferenceType	/Invoice/cac:InvoiceLine/cac:DocumentReference[cbc:DocumentTypeCode='130']	cbc:DocumentTypeCode = 130		0..n	CAR-3
3010	ibt-128	Shared	0..1		0..1	2	Invoice line object identifier	請求書明細行オブジェクトID	Identifier	"An identifier for an object on which the invoice line is based	 given by the Seller."	売り手によって提供された、請求書明細行の根拠となるオブジェクトのID。(注：必要に応じて、予約番号、電話番号、メーターポイントなどを指定できる。）				3960	cbc:ID	udt:IdentifierType	/Invoice/cac:InvoiceLine/cac:DocumentReference[cbc:DocumentTypeCode='130']/cbc:ID			1..1	CAR-3
3020	ibt-128-1	Shared	0..1		0..1	3	Scheme identifier	スキーマID	ー	An identifiers for a document that the invoice line referes to.	請求書が参照する文書を識別するためのスキーマID。注：受信者にどのスキーマを使用したか明らかにしていない場合は、UNTDID 1153 code list  から選択した、スキーマIDを使用しなければならない。				3970	@schemeID	xsd:normalizedString	/Invoice/cac:InvoiceLine/cac:DocumentReference[cbc:DocumentTypeCode='130']/cbc:ID/@schemeID		UNCL1153	0..1	
3130	ibg-27	Shared	0..n		0..n	2	INVOICE LINE ALLOWANCES	請求書明細行の返金		A group of business terms providing information about allowances applicable to the individual Invoice line.	請求書明細行に適用される返金に関する情報を提供するビジネス用語のグループ。				3990	cac:AllowanceCharge	cac:AllowanceChargeType	/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=false()]	cbc:ChargeIndicator = false		0..n	
															4000	cbc:ChargeIndicator	udt:IndicatorType	/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:ChargeIndicator			1..1	
3180	ibt-140	Shared	0..1		0..1	3	Invoice line allowance reason code	請求書明細行の返金理由コード	Code	"The reason for the Invoice line allowance	 expressed as a code."	請求書明細行の返金理由をコードで表現。				4010	cbc:AllowanceChargeReasonCode	udt:CodeType	/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:AllowanceChargeReasonCode		UNCL5189	0..1	
3170	ibt-139	Shared	0..1		0..1	3	Invoice line allowance reason	請求書明細行の返金理由	Text	"The reason for the Invoice line allowance	 expressed as text."	請求書明細行の返金理由をテキストで表現。				4020	cbc:AllowanceChargeReason	udt:TextType	/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:AllowanceChargeReason			0..n	CAR-3
3160	ibt-138	Shared	0..1		0..1	3	Invoice line allowance percentage	請求書明細行の返金の率	Percentage	"The percentage that may be used	 in conjunction with the Invoice line allowance base amount	 to calculate the Invoice line allowance amount."	請求書明細行の返金基準金額を乗じて請求書明細行の返金金額を算出する際に使用されるパーセント。				4030	cbc:MultiplierFactorNumeric	udt:NumericType	/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:MultiplierFactorNumeric			0..1	
3140	ibt-136	Shared	1..1		1..1	3	Invoice line allowance amount	請求書明細行の返金金額(税抜き)	Amount	"The amount of an allowance	 without TAX."	返金金額(税抜き)。				4040	cbc:Amount	udt:AmountType	/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:Amount			1..1	
															4050	@currencyID	xsd:normalizedString	/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:Amount/@currencyID			1..1	
3150	ibt-137	Shared	0..1		0..1	3	Invoice line allowance base amount	請求書明細行の返金金額の基準金額	Amount	"The base amount that may be used	 in conjunction with the Invoice line allowance percentage	 to calculate the Invoice line allowance amount."	請求書明細行の返金率を乗じて請求書明細行の返金金額を算出する際に使用される基準金額。				4060	cbc:BaseAmount	udt:AmountType	/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:BaseAmount			0..1	
															4070	@currencyID	xsd:normalizedString	/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:BaseAmount/@currencyID			1..1	
3190	ibg-28	Shared	0..n		0..n	2	INVOICE LINE CHARGES	請求書明細行の追加請求		A group of business terms providing information about charges and taxes other than TAX applicable to the individual Invoice line.	請求書明細行に適用される追加請求に関する情報を提供するビジネス用語のグループ。				4080	cac:AllowanceCharge	cac:AllowanceChargeType	/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=true()]	cbc:ChargeIndicator = true		0..n	
															4090	cbc:ChargeIndicator	udt:IndicatorType	/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:ChargeIndicator			1..1	
3240	ibt-145	Shared	0..1		0..1	3	Invoice line charge reason code	請求書明細行の追加請求理由コード	Code	"The reason for the Invoice line charge	 expressed as a code."	請求書明細行の追加請求理由をコードで表現。				4100	cbc:AllowanceChargeReasonCode	udt:CodeType	/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:AllowanceChargeReasonCode		UNCL7161	0..1	
3230	ibt-144	Shared	0..1		0..1	3	Invoice line charge reason	請求書明細行の追加請求理由	Text	"The reason for the Invoice line charge	 expressed as text."	請求書明細行の追加請求理由をテキストで表現。				4110	cbc:AllowanceChargeReason	udt:TextType	/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:AllowanceChargeReason			0..n	CAR-3
3220	ibt-143	Shared	0..1		0..1	3	Invoice line charge percentage	請求書明細行の追加請求の率	Percentage	"The percentage that may be used	 in conjunction with the Invoice line charge base amount	 to calculate the Invoice line charge amount."	請求書明細行の追加請求基準金額に対して請求書明細行の追加請求金額の計算に使用するパーセント。				4120	cbc:MultiplierFactorNumeric	udt:NumericType	/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:MultiplierFactorNumeric			0..1	
3200	ibt-141	Shared	1..1		1..1	3	Invoice line charge amount	請求書明細行の追加請求金額(税抜き)	Amount	"The amount of a charge	 without TAX."	追加請求金額(税抜き)。				4130	cbc:Amount	udt:AmountType	/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:Amount			1..1	
															4140	@currencyID	xsd:normalizedString	/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:Amount/@currencyID			1..1	
3210	ibt-142	Shared	0..1		0..1	3	Invoice line charge base amount	請求書明細行の追加請求の基準金額	Amount	"The base amount that may be used	 in conjunction with the Invoice line charge percentage	 to calculate the Invoice line charge amount."	請求書明細行の追加請求金額を計算するために、請求書明細行の追加請求率が適用される基準金額。				4150	cbc:BaseAmount	udt:AmountType	/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:BaseAmount			0..1	
															4160	@currencyID	xsd:normalizedString	/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:BaseAmount/@currencyID			1..1	
3380	ibg-31	Shared	1..1		1..1	2	ITEM INFORMATION	品目情報		A group of business terms providing information about the goods and services invoiced.	請求する財又はサービスに係る情報を提供するビジネス用語のグループ。				4170	cac:Item	cac:ItemType	/Invoice/cac:InvoiceLine/cac:Item			1..1	
3400	ibt-154	Shared	0..1		0..1	3	Item description	品目摘要	Text	A description for an item.	取引品目を説明した文章。				4180	cbc:Description	udt:TextType	/Invoice/cac:InvoiceLine/cac:Item/cbc:Description			0..n	CAR-3
3390	ibt-153	Shared	1..1		1..1	3	Item name	品名	Text	A name for an item.	取引品目の品名。			原稿用紙（A4）	4190	cbc:Name	udt:NameType	/Invoice/cac:InvoiceLine/cac:Item/cbc:Name			0..1	CAR-2
															4200	cac:BuyersItemIdentification	cac:ItemIdentificationType	/Invoice/cac:InvoiceLine/cac:Item/cac:BuyersItemIdentification			0..1	
3420	ibt-156	Shared	0..1		0..1	3	Item Buyer's identifier	買い手による品目ID	Identifier	"An identifier	 assigned by the Buyer	 for the item."	買い手が取引品目に割当てたID				4210	cbc:ID	udt:IdentifierType	/Invoice/cac:InvoiceLine/cac:Item/cac:BuyersItemIdentification/cbc:ID			1..1	
															4220	cac:SellersItemIdentification	cac:ItemIdentificationType	/Invoice/cac:InvoiceLine/cac:Item/cac:SellersItemIdentification			0..1	
3410	ibt-155	Shared	0..1		0..1	3	Item Seller's identifier	売り手による品目ID	Identifier	"An identifier	 assigned by the Seller	 for the item."	売り手が取引品目に割当てたID				4230	cbc:ID	udt:IdentifierType	/Invoice/cac:InvoiceLine/cac:Item/cac:SellersItemIdentification/cbc:ID			1..1	
															4240	cac:StandardItemIdentification	cac:ItemIdentificationType	/Invoice/cac:InvoiceLine/cac:Item/cac:StandardItemIdentification			0..1	
3430	ibt-157	Shared	0..1		0..1	3	Item standard identifier	品目標準ID	Identifier	An item identifier based on a registered scheme.	登録されているスキーマに基づいた品目ID。				4250	cbc:ID	udt:IdentifierType	/Invoice/cac:InvoiceLine/cac:Item/cac:StandardItemIdentification/cbc:ID			1..1	
															4260	@schemeID	xsd:normalizedString	/Invoice/cac:InvoiceLine/cac:Item/cac:StandardItemIdentification/cbc:ID/@schemeID			0..1	
															4270	cac:OriginCountry	cac:CountryType	/Invoice/cac:InvoiceLine/cac:Item/cac:OriginCountry			0..1	
3480	ibt-159	Shared	0..1		0..1	3	Item country of origin	品目の原産国	Code	The code identifying the country from which the item originates.	品目の原産国を識別するコード。				4280	cbc:IdentificationCode	udt:CodeType	/Invoice/cac:InvoiceLine/cac:Item/cac:OriginCountry/cbc:IdentificationCode		ISO3166	0..1	
															4290	cac:CommodityClassification	cac:CommodityClassificationType	/Invoice/cac:InvoiceLine/cac:Item/cac:CommodityClassification			0..n	
3450	ibt-158	Shared	0..n		0..n	3	Item classification identifier	品目分類ID	Identifier	A code for classifying the item by its type or nature.	種類や性質によって品目を分類するコード。		分類コードは、さまざまな目的で類似したアイテムをグループ化できるようにするために使用。公共調達（CPV、eコマース（UNSPSC）など。		4300	cbc:ItemClassificationCode	udt:CodeType	/Invoice/cac:InvoiceLine/cac:Item/cac:CommodityClassification/cbc:ItemClassificationCode			0..1	
3460	ibt-158-1	Shared	1..1		1..1	4	Scheme identifier	スキーマID	ー	The identification scheme shall be chosen from the entries in UNTDID 7143 [6].	品目分類IDの識別スキーマIDは、UNTDID 7143にある項目から選択すること。	"An item classification identifier has a mandatory scheme attribute. The value shall be chosen from UN/CEFACT code list 7143	 D.16B.　（Source: https://docs.peppol.eu/poacc/billing/3.0/bis/#_item_classification_identifier）"	品目分類識別子のスキーマ属性は必須であり、その値は、UN/CEFACTコードリスト7143、D.16Bから選択する必要がある。\nUNTDID[6]は、EN 16931-1UnitedのBibliographyに列挙されている参考文献。 Nations Trade Data Interchange Directory (UNTDID)http://www.unece.org/fileadmin/DAM/trade/untdid/d16b/tred/tredi2.htm		4310	@listID	xsd:normalizedString	/Invoice/cac:InvoiceLine/cac:Item/cac:CommodityClassification/cbc:ItemClassificationCode/@listID		UNCL7143	0..1	CAR-2
3470	ibt-158-2	Shared	0..1		0..1	4	Scheme version identifier	スキーマのバージョンID	ー	The version of the identification scheme.	スキーマのバージョン。				4320	@listVersionID	xsd:normalizedString	/Invoice/cac:InvoiceLine/cac:Item/cac:CommodityClassification/cbc:ItemClassificationCode/@listVersionID			0..1	
3310	ibg-30	Aligned	0..n	Aligned	1..n	2	LINE TAX INFORMATION	請求書明細行税情報		A group of business terms providing information about the TAX applicable for the goods and services invoiced on the Invoice line.	請求書明細行で請求する財又はサービスに適用される消費税に係る情報を提供するビジネス用語のグループ。		日本では必須項目。複数指定可能。		4330	cac:ClassifiedTaxCategory	cac:TaxCategoryType	/Invoice/cac:InvoiceLine/cac:Item/cac:ClassifiedTaxCategory			0..n	
3320	ibt-151	Aligned	1..1		1..1	3	Invoiced item TAX category code	請求する品目に対する課税分類コード	Code	The TAX category code for the invoiced item.	請求する品目に対して適用される課税分類コード。			S	4340	cbc:ID	udt:IdentifierType	/Invoice/cac:InvoiceLine/cac:Item/cac:ClassifiedTaxCategory/cbc:ID		UNCL535	0..1	CAR-2
3325	ibt-152	Aligned	0..1		0..1	3	Invoiced item TAX rate	請求する品目に対する税率	Percentage	"The TAX rate	 represented as percentage that applies to the invoiced item."	請求する品目に対して適用される税率で、パーセントで表現。			10	4350	cbc:Percent	udt:PercentType	/Invoice/cac:InvoiceLine/cac:Item/cac:ClassifiedTaxCategory/cbc:Percent			0..1	
3330	ibt-166	Aligned	0..1		0..1	3	Unit TAX (amount)	請求する品目に対する単位数量当たりの税金額	Percentage	A TAX amount that applied to each item unit.	請求する品目の単位数量に対して適用される税金額で、パーセントでなく金額で表現。				4360	cbc:PerUnitAmount	udt:AmountType	/Invoice/cac:InvoiceLine/cac:Item/cac:ClassifiedTaxCategory/cbc:PerUnitAmount			0..1	
3340	ibt-185	Aligned	0..1	Aligned	0..0	3	TAX exemption reason text	非課税理由テキスト	Code	A textual statement of the reason why the line amount is exempted from TAX or why no TAX is being charged	非課税または課税されない理由をコードで表現。		日本では使用しない。		4370	cbc:TaxExemptionReasonCode	udt:CodeType	/Invoice/cac:InvoiceLine/cac:Item/cac:ClassifiedTaxCategory/cbc:TaxExemptionReasonCode			0..1	prohibit
