SemSort,ID,Section,PINTCard,Aligned,AlignedCard,Level,BT,BT_ja,DT,Desc,Desc_ja,Explanation,Explanation2,Example,SyntSort,element,UBLdatatype,XPath,selectors,Code list,SyntaxCard,UBLOccurrence,CAR,AlignedRule,SharedRule,CodelistRule,PooledRule
3100,ibg-26,Shared,0..1,,0..1,2,INVOICE LINE PERIOD,請求書明細行の期間,,A group of business terms providing information about the period relevant for the Invoice line.,請求書明細行の期間,請求書明細行に関連する期間に関する情報,,,3480,cac:InvoicePeriod,cac:PeriodType,/ubl:Invoice/cac:InvoiceLine/cac:InvoicePeriod,,,0..1,0..n,CAR-3,"[aligned-ibr-jp-1]-If a date of an invoice period (ibg-14) or an invoice line period (ibg-26) is on and after October 1st 223, Seller Tax Identifier shall be coded by using a Registration Number for Qualified Invoice purpose in Japan, which consists of 14 digits that start with T.
[aligned-ibrp-52]-An Invoice MUST have an invoice period (ibg-14) or an Invoice line period (ibg-26).","[ibr-11]-Invoice line period (ibg-26) MUST occur maximum once.
[ibr-co-2]-If Invoice line period (ibg-26) is used, the Invoice line period start date (ibt-134) or the Invoice line period end date (ibt-135) MUST be filled, or both.",,[aligned-ibrp-52]-An Invoice MUST have an invoice period (ibg-14) or an Invoice line period (ibg-26).
3110,ibt-134,Shared,0..1,,0..1,3,Invoice line period start date,請求書明細行の期間開始日,Date,The date when the Invoice period for this Invoice line starts.,請求書明細行の期間開始日,請求書明細行の請求期間が開始する日付,日付表示は西暦表示で、YYYY-MM-DD となる。,,3490,cbc:StartDate,udt:DateType,/ubl:Invoice/cac:InvoiceLine/cac:InvoicePeriod/cbc:StartDate,,,0..1,0..1,,,"[ibr-3]-If both Invoice line period start date (ibt-134) and Invoice line period end date (ibt-135) are given then the Invoice line period end date (ibt-135) MUST be later or equal to the Invoice line period start date (ibt-134).
[ibr-85]-Start date of line period (ibt-134) MUST be within invoice period (ibg-14).
[ibr-co-2]-If Invoice line period (ibg-26) is used, the Invoice line period start date (ibt-134) or the Invoice line period end date (ibt-135) MUST be filled, or both.",,
3120,ibt-135,Shared,0..1,,0..1,3,Invoice line period end date,請求書明細行の期間終了日,Date,The date when the Invoice period for this Invoice line ends.,請求書明細行の期間終了日,請求書明細行の請求期間が終了する日付,日付表示は西暦表示で、YYYY-MM-DD となる。,,3500,cbc:EndDate,udt:DateType,/ubl:Invoice/cac:InvoiceLine/cac:InvoicePeriod/cbc:EndDate,,,0..1,0..1,,,"[ibr-3]-If both Invoice line period start date (ibt-134) and Invoice line period end date (ibt-135) are given then the Invoice line period end date (ibt-135) MUST be later or equal to the Invoice line period start date (ibt-134).
[ibr-86]-End date of line period (ibt-135) MUST be within invoice period (ibg-14).
[ibr-co-2]-If Invoice line period (ibg-26) is used, the Invoice line period start date (ibt-134) or the Invoice line period end date (ibt-135) MUST be filled, or both.",,
3130,ibg-27,Shared,0..n,,0..n,2,INVOICE LINE ALLOWANCES,請求書明細行の返金,,A group of business terms providing information about allowances applicable to the individual Invoice line.,請求書明細行の返金,請求書明細行に適用される返金に関する情報を提供するビジネス用語のグループ。,,,3650,cac:AllowanceCharge,cac:AllowanceChargeType,/ubl:Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator = false()],cbc:ChargeIndicator = false(),,0..n,0..n,,,"[ibr-41]-Each Invoice line allowance (ibg-27) MUST have an Invoice line allowance amount (ibt-136).
[ibr-42]-Each Invoice line allowance (ibg-27) MUST have an Invoice line allowance reason (ibt-139) or an Invoice line allowance reason code (ibt-14).",,
3140,ibt-136,Shared,1..1,,1..1,3,Invoice line allowance amount,請求書明細行の返金金額(税抜き),Amount,"The amount of an allowance, without TAX.",請求書明細行の返金金額(税抜き),返金金額(税抜き)。,,,3700,cbc:Amount,udt:AmountType,/ubl:Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator = false()]/cbc:Amount,,,1..1,1..1,,,[ibr-41]-Each Invoice line allowance (ibg-27) MUST have an Invoice line allowance amount (ibt-136).,[ibr-cl-3]-currencyID MUST be coded using ISO code list 4217 alpha-3.,[aligned-ibrp-53]-Invoice line net amount (ibt-131) MUST equal (Invoiced quantity (ibt-129) * (Item net price (ibt-146)/item price base quantity (ibt-149)) + Sum of invoice line charge amount (ibt-141) - sum of invoice line allowance amount (ibt-136).
3150,ibt-137,Shared,0..1,,0..1,3,Invoice line allowance base amount,請求書明細行の返金金額の基準金額,Amount,"The base amount that may be used, in conjunction with the Invoice line allowance percentage, to calculate the Invoice line allowance amount.",請求書明細行の返金金額の基準金額,請求書明細行の返金率を乗じて請求書明細行の返金金額を算出する際に使用される基準金額。,,,3710,cbc:BaseAmount,udt:AmountType,/ubl:Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator = false()]/cbc:BaseAmount,,,0..1,0..1,,,,,
3160,ibt-138,Shared,0..1,,0..1,3,Invoice line allowance percentage,請求書明細行の返金の率,Percentage,"The percentage that may be used, in conjunction with the Invoice line allowance base amount, to calculate the Invoice line allowance amount.",請求書明細行の返金の率,請求書明細行の返金基準金額を乗じて請求書明細行の返金金額を算出する際に使用されるパーセント。,,,3690,cbc:MultiplierFactorNumeric,udt:NumericType,/ubl:Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator = false()]/cbc:MultiplierFactorNumeric,,,0..1,0..1,,,,,
3170,ibt-139,Shared,0..1,,0..1,3,Invoice line allowance reason,請求書明細行の返金理由,Text,"The reason for the Invoice line allowance, expressed as text.",請求書明細行の返金理由,請求書明細行の返金理由をテキストで表現。,,,3680,cbc:AllowanceChargeReason,udt:TextType,/ubl:Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator = false()]/cbc:AllowanceChargeReason,,,0..1,0..n,CAR-3,,[ibr-42]-Each Invoice line allowance (ibg-27) MUST have an Invoice line allowance reason (ibt-139) or an Invoice line allowance reason code (ibt-14).,,
3180,ibt-140,Shared,0..1,,0..1,3,Invoice line allowance reason code,請求書明細行の返金理由コード,Code,"The reason for the Invoice line allowance, expressed as a code.",請求書明細行の返金理由コード,請求書明細行の返金理由をコードで表現。,,,3670,cbc:AllowanceChargeReasonCode,udt:CodeType,/ubl:Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator = false()]/cbc:AllowanceChargeReasonCode,,UNCL5189,0..1,0..1,,,[ibr-42]-Each Invoice line allowance (ibg-27) MUST have an Invoice line allowance reason (ibt-139) or an Invoice line allowance reason code (ibt-14).,"[ibr-cl-19]-Coded allowance reasons MUST belong to the UNCL 5189 code list
[ibr-cl-2]-Coded charge reasons MUST belong to the UNCL 7161 code list",
3190,ibg-28,Shared,0..n,,0..n,2,INVOICE LINE CHARGES,請求書明細行の追加請求,,A group of business terms providing information about charges and taxes other than TAX applicable to the individual Invoice line.,請求書明細行の追加請求,請求書明細行に適用される追加請求に関する情報を提供するビジネス用語のグループ。,,,3720,cac:AllowanceCharge,cac:AllowanceChargeType,/ubl:Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator = true()],cbc:ChargeIndicator = true(),,0..n,0..n,,,"[ibr-43]-Each Invoice line charge (ibg-28) MUST have an Invoice line charge amount (ibt-141).
[ibr-44]-Each Invoice line charge (ibg-28) MUST have an Invoice line charge reason (ibt-144) or an invoice line charge reason code (ibt-145).",,
3200,ibt-141,Shared,1..1,,1..1,3,Invoice line charge amount,請求書明細行の追加請求金額(税抜き),Amount,"The amount of a charge, without TAX.",請求書明細行の追加請求金額(税抜き),追加請求金額(税抜き)。,,,3770,cbc:Amount,udt:AmountType,/ubl:Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator = true()]/cbc:Amount,,,1..1,1..1,,,[ibr-43]-Each Invoice line charge (ibg-28) MUST have an Invoice line charge amount (ibt-141).,[ibr-cl-3]-currencyID MUST be coded using ISO code list 4217 alpha-3.,[aligned-ibrp-53]-Invoice line net amount (ibt-131) MUST equal (Invoiced quantity (ibt-129) * (Item net price (ibt-146)/item price base quantity (ibt-149)) + Sum of invoice line charge amount (ibt-141) - sum of invoice line allowance amount (ibt-136).
3210,ibt-142,Shared,0..1,,0..1,3,Invoice line charge base amount,請求書明細行の追加請求の基準金額,Amount,"The base amount that may be used, in conjunction with the Invoice line charge percentage, to calculate the Invoice line charge amount.",請求書明細行の追加請求の基準金額,請求書明細行の追加請求金額を計算するために、請求書明細行の追加請求率が適用される基準金額。,,,3780,cbc:BaseAmount,udt:AmountType,/ubl:Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator = true()]/cbc:BaseAmount,,,0..1,0..1,,,,,
3220,ibt-143,Shared,0..1,,0..1,3,Invoice line charge percentage,請求書明細行の追加請求の率,Percentage,"The percentage that may be used, in conjunction with the Invoice line charge base amount, to calculate the Invoice line charge amount.",請求書明細行の追加請求の率,請求書明細行の追加請求基準金額に対して請求書明細行の追加請求金額の計算に使用するパーセント。,,,3760,cbc:MultiplierFactorNumeric,udt:NumericType,/ubl:Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator = true()]/cbc:MultiplierFactorNumeric,,,0..1,0..1,,,,,
3230,ibt-144,Shared,0..1,,0..1,3,Invoice line charge reason,請求書明細行の追加請求理由,Text,"The reason for the Invoice line charge, expressed as text.",請求書明細行の追加請求理由,請求書明細行の追加請求理由をテキストで表現。,,,3750,cbc:AllowanceChargeReason,udt:TextType,/ubl:Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator = true()]/cbc:AllowanceChargeReason,,,0..1,0..n,CAR-3,,[ibr-44]-Each Invoice line charge (ibg-28) MUST have an Invoice line charge reason (ibt-144) or an invoice line charge reason code (ibt-145).,,
3240,ibt-145,Shared,0..1,,0..1,3,Invoice line charge reason code,請求書明細行の追加請求理由コード,Code,"The reason for the Invoice line charge, expressed as a code.",請求書明細行の追加請求理由コード,請求書明細行の追加請求理由をコードで表現。,,,3740,cbc:AllowanceChargeReasonCode,udt:CodeType,/ubl:Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator = true()]/cbc:AllowanceChargeReasonCode,,UNCL7161,0..1,0..1,,,[ibr-44]-Each Invoice line charge (ibg-28) MUST have an Invoice line charge reason (ibt-144) or an invoice line charge reason code (ibt-145).,"[ibr-cl-19]-Coded allowance reasons MUST belong to the UNCL 5189 code list
[ibr-cl-2]-Coded charge reasons MUST belong to the UNCL 7161 code list",
3250,ibg-29,Shared,1..1,,1..1,2,PRICE DETAILS,取引価格詳細,,A group of business terms providing information about the price applied for the goods and services invoiced on the Invoice line.,取引価格詳細,請求書明細行で請求する財又はサービスに適用される価格に係る情報を提供するビジネス用語のグループ。,,,4030,cac:Price,cac:PriceType,/ubl:Invoice/cac:InvoiceLine/cac:Price,,,1..1,0..1,CAR-2,,,,
3260,ibt-146,Shared,1..1,,1..1,3,Item net price,品目単価(値引後)(税抜き),Unit Price Amount,"The price of an item, exclusive of TAX, after subtracting item price discount.",品目単価(値引後)(税抜き),値引金額を差し引いた後の、消費税を除く品目単価。,jbt-146 = jbt-148 品目単価(値引/割引前)(税抜き) - jbt-147 品目単価値引/割引(税抜き)欧州規格は税抜き。ビジネスルールをXML Schematronで検証するときの記述を明瞭にするため税抜きと税込みを別項目として定義する。,800,4040,cbc:PriceAmount,udt:AmountType,/ubl:Invoice/cac:InvoiceLine/cac:Price/cbc:PriceAmount,,,1..1,1..1,,,"[ibr-26]-Each Invoice line (ibg-25) MUST contain the Item net price (ibt-146).
[ibr-27]-The Item net price (ibt-146) MUST NOT be negative.",[ibr-cl-3]-currencyID MUST be coded using ISO code list 4217 alpha-3.,[aligned-ibrp-53]-Invoice line net amount (ibt-131) MUST equal (Invoiced quantity (ibt-129) * (Item net price (ibt-146)/item price base quantity (ibt-149)) + Sum of invoice line charge amount (ibt-141) - sum of invoice line allowance amount (ibt-136).
3270,ibt-147,Shared,0..1,,0..1,3,Item price discount,品目単価値引(税抜き),Unit Price Amount,The total discount subtracted from the Item gross price to calculate the Item net price.,品目単価値引(税抜き),品目単価(値引後)(税抜き)を計算するために、品目単価(値引前)(税抜き)から差し引かれる値引。,,,4080,cbc:Amount,udt:AmountType,/ubl:Invoice/cac:InvoiceLine/cac:Price/cac:AllowanceCharge[cbc:ChargeIndicator = false()]/cbc:Amount,,,1..1,1..1,CAR-2,,[ibr-111]-Item price discount (ibt-147) MUST occur maximum once.,[ibr-cl-3]-currencyID MUST be coded using ISO code list 4217 alpha-3.,
3280,ibt-148,Shared,0..1,,0..1,3,Item gross price,品目単価(値引前)(税抜き),Unit Price Amount,"The unit price, exclusive of TAX, before subtracting Item price discount.",品目単価(値引前)(税抜き),値引(税抜き)を差し引く前の、品目単価(税抜き)。,,,4090,cbc:BaseAmount,udt:AmountType,/ubl:Invoice/cac:InvoiceLine/cac:Price/cac:AllowanceCharge[cbc:ChargeIndicator = false()]/cbc:BaseAmount,,,0..1,0..1,,,[ibr-28]-The Item gross price (ibt-148) MUST NOT be negative.,[ibr-cl-3]-currencyID MUST be coded using ISO code list 4217 alpha-3.,
3290,ibt-149,Shared,0..1,,0..1,3,Item price base quantity,品目単価基準数量,Quantity,The number of item units to which the price applies.,品目単価基準数量,単価が適用される品目の数量単位での基準数。,"【例1】一箱１ダース（12本）入りの鉛筆10箱を購入したとき、数量単位コードがDZNであれば、jbt-149 品目単価基準数量は、1　
【例2】一箱１ダース（12本）入りの鉛筆10箱を購入したとき、数量単位コードがEAであれば、jbt-149品目単価基準数量は、12　",1000,4050,cbc:BaseQuantity,udt:QuantityType,/ubl:Invoice/cac:InvoiceLine/cac:Price/cbc:BaseQuantity,,,0..1,0..1,,,[ibr-87]-Base quantity (ibt-149) MUST be a positive number above zero.,[ibr-cl-23]-Unit code MUST be coded according to the UN/ECE Recommendation 2 with Rec 21 extension,[aligned-ibrp-53]-Invoice line net amount (ibt-131) MUST equal (Invoiced quantity (ibt-129) * (Item net price (ibt-146)/item price base quantity (ibt-149)) + Sum of invoice line charge amount (ibt-141) - sum of invoice line allowance amount (ibt-136).
3300,ibt-150,Shared,0..1,,0..1,3,Item price base quantity unit of measure code,品目単価基準数量の数量単位コード,Code,The unit of measure that applies to the Item price base quantity.,品目単価基準数量に適用される数量単位。,"Valid unit codes shall be from UN/ECE Recommendation 20, Revision 11 (2015). Unless codes for unit of measure are not in common daily use, implementers should as necessary provide a function for clarification of codes when invoices are visualised.　Codes for unit of packaging from UNECE Recommendation No. 21 can be used in accordance with the descriptions in the ""Intro"" section of UN/ECE Recommendation 20, Revision 11 (2015):
The 2 character alphanumeric code values in UNECE Recommendation 21 shall be used. To avoid duplication with existing code values in UNECE Recommendation No. 20, each code value from UNECE Recommendation 21 shall be prefixed with an “X”, resulting in a 3 alphanumeric code when used as a unit of measure.　（Source：https://docs.peppol.eu/poacc/billing/3.0/bis/#uom）",有効な数量単位コードは、UN/ECE勧告20、改訂11（2015）のものでなければならない。 数量単位コードが日常的に使用されていないときには必要に応じて、インボイスを視覚化するときに数量コードを明確にする機能を提供する必要がある。UNECE勧告No.21の包装単位のコードは、UN / ECE勧告20、改訂11（2015）の「はじめに」セクションの説明に従って使用できる。UNECE勧告21の2文字の英数字コード値を使用するものとする。 UNECE勧告No.20の既存のコード値との重複を避けるために、UNECE勧告21の各コード値には、接頭辞「X」を付ける必要がある。これにより、数量単位は3文字の英数字コードになる。,EA,4480,@unitCode,xsd:normalizedString,/ubl:Invoice/cac:InvoiceLine/cac:Price/cbc:BaseQuantity/@unitCode,,UNECERec2,0..1,0..1,,,[ibr-88]-Unit code of price base quantity (ibt-15) MUST be same as invoiced quantity (ibt-13).,"CODELIST:
[ibr-cl-23]-Unit code MUST be coded according to the UN/ECE Recommendation 2 with Rec 21 extension",
3310,ibg-30,Aligned,0..n,Aligned,1..n,2,LINE TAX INFORMATION,請求書明細行税情報,,A group of business terms providing information about the TAX applicable for the goods and services invoiced on the Invoice line.,請求書明細行税情報,請求書明細行で請求する財又はサービスに適用される消費税に係る情報を提供するビジネス用語のグループ。,日本では必須項目。複数指定可能。,,3920,cac:ClassifiedTaxCategory,cac:TaxCategoryType,/ubl:Invoice/cac:InvoiceLine/cac:Item/cac:ClassifiedTaxCategory,,,1..n,0..n,CAR-2,,,,
3320,ibt-151,Aligned,1..1,,1..1,3,Invoiced item TAX category code,請求する品目に対する課税分類コード,Code,The TAX category code for the invoiced item.,請求する品目に対する課税分類コード,請求する品目に対して適用される課税分類コード。,,S,3930,cbc:ID,udt:IdentifierType,/ubl:Invoice/cac:InvoiceLine/cac:Item/cac:ClassifiedTaxCategory/cbc:ID,,UNCL535,1..1,0..1,CAR-2,"[aligned-ibrp-5-jp]-Each Invoice line (ibg-25) MUST be categorized with an Invoiced item tax category code (ibt-151) and Invoiced item tax rate (ibt-152)..
[aligned-ibrp-e-1]-An Invoice that contains an Invoice line (ibg-25), a Document level allowance (ibg-2) or a Document level charge (ibg-21) where the tax category code (ibt-151, ibt-95 or ibt-12) is ""Exempt from tax"" MUST contain exactly one tax breakdown (ibg-23) with the tax category code (ibt-118) equal to ""Exempt from tax"".
[aligned-ibrp-e-5]-In an Invoice line (ibg-25) where the Invoiced item tax category code (ibt-151) is ""Exempt from tax"", the Invoiced item tax rate (ibt-152) MUST be  (zero).
[aligned-ibrp-g-1]-An Invoice that contains an Invoice line (ibg-25), a Document level allowance (ibg-2) or a Document level charge (ibg-21) where the tax category code (ibt-151, ibt-95 or ibt-12) is ""Export"" MUST contain in the tax breakdown (ibg-23) exactly one tax category code (ibt-118) equal with ""Export"".
[aligned-ibrp-g-5]-In an Invoice line (ibg-25) where the Invoiced item tax category code (ibt-151) is ""Export"" the Invoiced item tax rate (ibt-152) MUST be  (zero).
[aligned-ibrp-o-1]-An Invoice that contains an Invoice line (ibg-25), a Document level allowance (ibg-2) or a Document level charge (ibg-21) where the tax category code (ibt-151, ibt-95 or ibt-12) is ""Not subject to tax"" MUST contain exactly one tax breakdown group (ibg-23) with the tax category code (ibt-118) equal to ""Not subject to tax"".
[aligned-ibrp-o-5]-An Invoice line (ibg-25) where the tax category code (ibt-151) is ""Not subject to tax"" MUST not contain an Invoiced item tax rate (ibt-152).",,,"[aligned-ibrp-5]-Each Invoice line (ibg-25) MUST be categorized with an Invoiced item tax category code (ibt-151).
[aligned-ibrp-ae-1]-An Invoice that contains an Invoice line (ibg-25), a Document level allowance (ibg-2) or a Document level charge (ibg-21) where the tax category code (ibt-151, ibt-95 or ibt-12) is ""Reverse charge"" MUST contain in the tax Breakdown (ibg-23) exactly one tax category code (ibt-118) equal with ""Tax reverse charge"".
[aligned-ibrp-ae-2]-An Invoice that contains an Invoice line (ibg-25) where the Invoiced item tax category code (ibt-151) is ""Reverse charge"" MUST contain the Seller tax Identifier (ibt-31), the Seller Tax registration identifier (ibt-32) and/or the Seller tax representative tax identifier (ibt-63) and the Buyer tax identifier (ibt-48) and/or the Buyer legal registration identifier (ibt-47).
[aligned-ibrp-ae-5]-In an Invoice line (ibg-25) where the Invoiced item tax category code (ibt-151) is ""Reverse charge"" the Invoiced item tax rate (ibt-152) MUST be  (zero).
[aligned-ibrp-ae-8]-For each different value of tax category rate (ibt-119) where the tax category code (ibt-118) is """"Reverse charge"", the tax category taxable amount (ibt-116) in a tax breakdown (ibg-23) MUST equal the sum of Invoice line net amounts (ibt-131) plus the sum of document level charge amounts (ibt-99) minus the sum of document level allowance amounts (ibt-92) where the tax category code (ibt-151, ibt-12, ibt-95) is ""Standard rated"" and the tax rate (ibt-152, ibt-13, ibt-96) equals the tax category rate (ibt-119).
[aligned-ibrp-e-1]-An Invoice that contains an Invoice line (ibg-25), a Document level allowance (ibg-2) or a Document level charge (ibg-21) where the tax category code (ibt-151, ibt-95 or ibt-12) is ""Exempt from tax"" MUST contain exactly one tax breakdown (ibg-23) with the tax category code (ibt-118) equal to ""Exempt from tax"".
[aligned-ibrp-e-2]-An Invoice that contains an Invoice line (ibg-25) where the Invoiced item tax category code (ibt-151) is ""Exempt from tax"" MUST contain the Seller tax Identifier (ibt-31), the Seller tax registration identifier (ibt-32) and/or the Seller tax representative tax identifier (ibt-63).
[aligned-ibrp-e-5]-In an Invoice line (ibg-25) where the Invoiced item tax category code (ibt-151) is ""Exempt from tax"", the Invoiced item tax rate (ibt-152) MUST be  (zero).
[aligned-ibrp-e-8]-In a tax breakdown (ibg-23) where the tax category code (ibt-118) is ""Exempt from tax"" the tax category taxable amount (ibt-116) MUST equal the sum of Invoice line net amounts (ibt-131) minus the sum of Document level allowance amounts (ibt-92) plus the sum of Document level charge amounts (ibt-99) where the tax category codes (ibt-151, ibt-95, ibt-12) are ""Exempt from tax"".
[aligned-ibrp-g-1]-An Invoice that contains an Invoice line (ibg-25), a Document level allowance (ibg-2) or a Document level charge (ibg-21) where the tax category code (ibt-151, ibt-95 or ibt-12) is ""Export"" MUST contain in the tax breakdown (ibg-23) exactly one tax category code (ibt-118) equal with ""Export"".
[aligned-ibrp-g-2]-An Invoice that contains an Invoice line (ibg-25) where the Invoiced item tax category code (ibt-151) is ""Export"" MUST contain the Seller tax Identifier (ibt-31) or the Seller tax representative tax identifier (ibt-63).
[aligned-ibrp-g-5]-In an Invoice line (ibg-25) where the Invoiced item tax category code (ibt-151) is ""Export"" the Invoiced item tax rate (ibt-152) MUST be  (zero).
[aligned-ibrp-g-8]-In a tax breakdown (ibg-23) where the tax category code (ibt-118) is ""Export"" the tax category taxable amount (ibt-116) MUST equal the sum of Invoice line net amounts (ibt-131) minus the sum of Document level allowance amounts (ibt-92) plus the sum of Document level charge amounts (ibt-99) where the tax category codes (ibt-151, ibt-95, ibt-12) are ""Export"".
[aligned-ibrp-ic-1]-An Invoice that contains an Invoice line (ibg-25), a Document level allowance (ibg-2) or a Document level charge (ibg-21) where the tax category code (ibt-151, BT-95 or BT-12) is ""Intra-community supply"" MUST contain in the tax breakdown (ibg-23) exactly one tax category code (ibt-118) equal with ""Intra-community supply"".
[aligned-ibrp-ic-2]-An Invoice that contains an Invoice line (ibg-25) where the Invoiced item tax category code (ibt-151) is ""Intra-community supply"" MUST contain the Seller tax Identifier (ibt-31) or the Seller tax representative tax identifier (ibt-63) and the Buyer tax identifier (ibt-48).
[aligned-ibrp-ic-5]-In an Invoice line (ibg-25) where the Invoiced item tax category code (ibt-151) is ""Intracommunity supply"" the Invoiced item tax rate (ibt-152) MUST be  (zero).
[aligned-ibrp-ic-8]-In a tax breakdown (ibg-23) where the tax category code (ibt-118) is ""Intra-community supply"" the tax category taxable amount (ibt-116) MUST equal the sum of Invoice line net amounts (ibt-131) minus the sum of Document level allowance amounts (ibt-92) plus the sum of Document level charge amounts (ibt-99) where the tax category codes (ibt-151, BT-95, BT-12) are ""Intra-community supply"".
[aligned-ibrp-o-1]-An Invoice that contains an Invoice line (ibg-25), a Document level allowance (ibg-2) or a Document level charge (ibg-21) where the tax category code (ibt-151, ibt-95 or ibt-12) is ""Not subject to tax"" MUST contain exactly one tax breakdown group (ibg-23) with the tax category code (ibt-118) equal to ""Not subject to tax"".
[aligned-ibrp-o-2]-An Invoice that contains an Invoice line (ibg-25) where the Invoiced item tax category code (ibt-151) is ""Not subject to tax"" MUST not contain the Seller tax identifier (ibt-31), the Seller tax representative tax identifier (ibt-63) or the Buyer tax identifier (ibt-48).
[aligned-ibrp-o-5]-An Invoice line (ibg-25) where the tax category code (ibt-151) is ""Not subject to tax"" MUST not contain an Invoiced item tax rate (ibt-152).
[aligned-ibrp-o-8]-In a tax breakdown (ibg-23) where the tax category code (ibt-118) is "" Not subject to tax"" the tax category taxable amount (ibt-116) MUST equal the sum of Invoice line net amounts (ibt-131) minus the sum of Document level allowance amounts (ibt-92) plus the sum of Document level charge amounts (ibt-99) where the tax category codes (ibt-151, ibt-95, ibt-12) are ""Not subject to tax"".
[aligned-ibrp-o-12]-An Invoice that contains a tax breakdown group (ibg-23) with a tax category code (ibt-118) ""Not subject to tax"" MUST not contain an Invoice line (ibg-25) where the Invoiced item tax category code (ibt-151) is not ""Not subject to tax"".
[aligned-ibrp-s-1]-An Invoice that contains an Invoice line (ibg-25), a Document level allowance (ibg-2) or a Document level charge (ibg-21) where the tax category code (ibt-151, ibt-95 or ibt-12) is ""Standard rated"" MUST contain in the tax breakdown (ibg-23) at least one tax category code (ibt-118) equal with ""Standard rated"".
[aligned-ibrp-s-2]-An Invoice that contains an Invoice line (ibg-25) where the Invoiced item tax category code (ibt-151) is ""Standard rated"" MUST contain the Seller tax Identifier (ibt-31), the Seller tax registration identifier (ibt-32) and/or the Seller tax representative tax identifier (ibt-63).
[aligned-ibrp-s-5]-In an Invoice line (ibg-25) where the Invoiced item tax category code (ibt-151) is ""Standard rated"" the Invoiced item tax rate (ibt-152) MUST be greater than zero.
[aligned-ibrp-s-8]-For each different value of tax category rate (ibt-119) where the tax category code (ibt-118) is ""Standard rated"", the tax category taxable amount (ibt-116) in a tax breakdown (ibg-23) MUST equal the sum of Invoice line net amounts (ibt-131) plus the sum of document level charge amounts (ibt-99) minus the sum of document level allowance amounts (ibt-92) where the tax category code (ibt-151, ibt-12, ibt-95) is ""Standard rated"" and the tax rate (ibt-152, ibt-13, ibt-96) equals the tax category rate (ibt-119).
[aligned-ibrp-z-1]-An Invoice that contains an Invoice line (ibg-25), a Document level allowance (ibg-2) or a Document level charge (ibg-21) where the tax category code (ibt-151, ibt-95 or ibt-12) is ""Zero rated"" MUST contain in the tax breakdown (ibg-23) exactly one tax category code (ibt-118) equal with ""Zero rated"".
[aligned-ibrp-z-2]-An Invoice that contains an Invoice line where the Invoiced item tax category code (ibt-151) is ""Zero rated"" MUST contain the Seller tax Identifier (ibt-31), the Seller tax registration identifier (ibt-32) and/or the Seller tax representative tax identifier (ibt-63).
[aligned-ibrp-z-5]-In an Invoice line (ibg-25) where the Invoiced item tax category code (ibt-151) is ""Zero rated"" the Invoiced item tax rate (ibt-152) MUST be  (zero).
[aligned-ibrp-z-8]-In a tax breakdown (ibg-23) where tax category code (ibt-118) is ""Zero rated"" the tax category taxable amount (ibt-116) MUST equal the sum of Invoice line net amount (ibt-131) minus the sum of Document level allowance amounts (ibt-92) plus the sum of Document level charge amounts (ibt-99) where the tax category codes (ibt-151, ibt-95, ibt-12) are ""Zero rated""."
