SemSort	ID	Section	PINT Cardinality	Aligned	Aligned Cardinality	Level	BT	BT_ja	DT	Desc	Desc_ja			Example Value (___)	Synt Sort	element	UBLdatatype	UBL syntax binding XPath	selectors	Code list	UBL Occurrence	CardinalityAlignment		Aligned rule	Shared rule	Codelist rule	Pooled rule
															3700	@currencyID	xsd:normalizedString	/Invoice/cac:LegalMonetaryTotal/cbc:PayableRoundingAmount/@currencyID			1..1						
2720	ibt-115	Shared	1..1		1..1	2	Amount due for payment	______	Amount	The outstanding amount that is requested to be paid.	_____________________			4300	3710	cbc:PayableAmount	udt:AmountType	/Invoice/cac:LegalMonetaryTotal/cbc:PayableAmount			1..1				"SHARED:
[ibr-15]-An Invoice MUST have the Amount due for payment (ibt-115).
[ibr-91]-Invoice amount due for payment (ibt-115) MUST have no more than 2 decimals.
[ibr-co-16]-Amount due for payment (ibt-115) = Invoice total amount with Tax (ibt-112) - Paid amount (ibt-113) + Rounding amount (ibt-114)."	"CODELIST:
[ibr-cl-3]-currencyID MUST be coded using ISO code list 4217 alpha-3."	
															3720	@currencyID	xsd:normalizedString	/Invoice/cac:LegalMonetaryTotal/cbc:PayableAmount/@currencyID			1..1						
2950	ibg-25	Shared	1..n		1..n	1	INVOICE LINE	______		A group of business terms providing information on individual Invoice lines.	_____________________________				3730	cac:InvoiceLine	cac:InvoiceLineType	/Invoice/cac:InvoiceLine			1..n			"[aligned-ibrp-5-jp]-Each Invoice line (ibg-25) MUST be categorized with an Invoiced item tax category code (ibt-151) and Invoiced item tax rate (ibt-152)..
[aligned-ibrp-e-1]-An Invoice that contains an Invoice line (ibg-25), a Document level allowance (ibg-2) or a Document level charge (ibg-21) where the tax category code (ibt-151, ibt-95 or ibt-12) is ""Exempt from tax"" MUST contain exactly one tax breakdown (ibg-23) with the tax category code (ibt-118) equal to ""Exempt from tax"".
[aligned-ibrp-e-5]-In an Invoice line (ibg-25) where the Invoiced item tax category code (ibt-151) is ""Exempt from tax"", the Invoiced item tax rate (ibt-152) MUST be  (zero).
[aligned-ibrp-g-1]-An Invoice that contains an Invoice line (ibg-25), a Document level allowance (ibg-2) or a Document level charge (ibg-21) where the tax category code (ibt-151, ibt-95 or ibt-12) is ""Export"" MUST contain in the tax breakdown (ibg-23) exactly one tax category code (ibt-118) equal with ""Export"".
[aligned-ibrp-g-5]-In an Invoice line (ibg-25) where the Invoiced item tax category code (ibt-151) is ""Export"" the Invoiced item tax rate (ibt-152) MUST be  (zero).
[aligned-ibrp-o-1]-An Invoice that contains an Invoice line (ibg-25), a Document level allowance (ibg-2) or a Document level charge (ibg-21) where the tax category code (ibt-151, ibt-95 or ibt-12) is ""Not subject to tax"" MUST contain exactly one tax breakdown group (ibg-23) with the tax category code (ibt-118) equal to ""Not subject to tax"".
[aligned-ibrp-o-5]-An Invoice line (ibg-25) where the tax category code (ibt-151) is ""Not subject to tax"" MUST not contain an Invoiced item tax rate (ibt-152)."	"SHARED:
[ibr-16]-An Invoice MUST have at least one Invoice line (ibg-25)
[ibr-21]-Each Invoice line (ibg-25) MUST have an Invoice line identifier (ibt-126).
[ibr-22]-Each Invoice line (ibg-25) MUST have an invoiced quantity (ibt-129)..
[ibr-23]-An Invoice line (ibg-25) MUST have an Invoiced quantity unit of measure code (ibt-13).
[ibr-24]-Each Invoice line (ibg-25) MUST have an Invoice line net amount (ibt-131).
[ibr-25]-Each Invoice line (ibg-25) MUST contain the Item name (ibt-153).
[ibr-26]-Each Invoice line (ibg-25) MUST contain the Item net price (ibt-146).
[ibr-89]-Only one invoiced object (ibg-36) is allowed per line (ibg-25)."		"POOLED:
[aligned-ibrp-5]-Each Invoice line (ibg-25) MUST be categorized with an Invoiced item tax category code (ibt-151).
[aligned-ibrp-ae-1]-An Invoice that contains an Invoice line (ibg-25), a Document level allowance (ibg-2) or a Document level charge (ibg-21) where the tax category code (ibt-151, ibt-95 or ibt-12) is ""Reverse charge"" MUST contain in the tax Breakdown (ibg-23) exactly one tax category code (ibt-118) equal with ""Tax reverse charge"".
[aligned-ibrp-ae-2]-An Invoice that contains an Invoice line (ibg-25) where the Invoiced item tax category code (ibt-151) is ""Reverse charge"" MUST contain the Seller tax Identifier (ibt-31), the Seller Tax registration identifier (ibt-32) and/or the Seller tax representative tax identifier (ibt-63) and the Buyer tax identifier (ibt-48) and/or the Buyer legal registration identifier (ibt-47).
[aligned-ibrp-ae-5]-In an Invoice line (ibg-25) where the Invoiced item tax category code (ibt-151) is ""Reverse charge"" the Invoiced item tax rate (ibt-152) MUST be  (zero).
[aligned-ibrp-e-1]-An Invoice that contains an Invoice line (ibg-25), a Document level allowance (ibg-2) or a Document level charge (ibg-21) where the tax category code (ibt-151, ibt-95 or ibt-12) is ""Exempt from tax"" MUST contain exactly one tax breakdown (ibg-23) with the tax category code (ibt-118) equal to ""Exempt from tax"".
[aligned-ibrp-e-2]-An Invoice that contains an Invoice line (ibg-25) where the Invoiced item tax category code (ibt-151) is ""Exempt from tax"" MUST contain the Seller tax Identifier (ibt-31), the Seller tax registration identifier (ibt-32) and/or the Seller tax representative tax identifier (ibt-63).
[aligned-ibrp-e-5]-In an Invoice line (ibg-25) where the Invoiced item tax category code (ibt-151) is ""Exempt from tax"", the Invoiced item tax rate (ibt-152) MUST be  (zero).
[aligned-ibrp-g-1]-An Invoice that contains an Invoice line (ibg-25), a Document level allowance (ibg-2) or a Document level charge (ibg-21) where the tax category code (ibt-151, ibt-95 or ibt-12) is ""Export"" MUST contain in the tax breakdown (ibg-23) exactly one tax category code (ibt-118) equal with ""Export"".
[aligned-ibrp-g-2]-An Invoice that contains an Invoice line (ibg-25) where the Invoiced item tax category code (ibt-151) is ""Export"" MUST contain the Seller tax Identifier (ibt-31) or the Seller tax representative tax identifier (ibt-63).
[aligned-ibrp-g-5]-In an Invoice line (ibg-25) where the Invoiced item tax category code (ibt-151) is ""Export"" the Invoiced item tax rate (ibt-152) MUST be  (zero).
[aligned-ibrp-ic-1]-An Invoice that contains an Invoice line (ibg-25), a Document level allowance (ibg-2) or a Document level charge (ibg-21) where the tax category code (ibt-151, BT-95 or BT-12) is ""Intra-community supply"" MUST contain in the tax breakdown (ibg-23) exactly one tax category code (ibt-118) equal with ""Intra-community supply"".
[aligned-ibrp-ic-2]-An Invoice that contains an Invoice line (ibg-25) where the Invoiced item tax category code (ibt-151) is ""Intra-community supply"" MUST contain the Seller tax Identifier (ibt-31) or the Seller tax representative tax identifier (ibt-63) and the Buyer tax identifier (ibt-48).
[aligned-ibrp-ic-5]-In an Invoice line (ibg-25) where the Invoiced item tax category code (ibt-151) is ""Intracommunity supply"" the Invoiced item tax rate (ibt-152) MUST be  (zero).
[aligned-ibrp-o-1]-An Invoice that contains an Invoice line (ibg-25), a Document level allowance (ibg-2) or a Document level charge (ibg-21) where the tax category code (ibt-151, ibt-95 or ibt-12) is ""Not subject to tax"" MUST contain exactly one tax breakdown group (ibg-23) with the tax category code (ibt-118) equal to ""Not subject to tax"".
[aligned-ibrp-o-2]-An Invoice that contains an Invoice line (ibg-25) where the Invoiced item tax category code (ibt-151) is ""Not subject to tax"" MUST not contain the Seller tax identifier (ibt-31), the Seller tax representative tax identifier (ibt-63) or the Buyer tax identifier (ibt-48).
[aligned-ibrp-o-5]-An Invoice line (ibg-25) where the tax category code (ibt-151) is ""Not subject to tax"" MUST not contain an Invoiced item tax rate (ibt-152).
[aligned-ibrp-o-12]-An Invoice that contains a tax breakdown group (ibg-23) with a tax category code (ibt-118) ""Not subject to tax"" MUST not contain an Invoice line (ibg-25) where the Invoiced item tax category code (ibt-151) is not ""Not subject to tax"".
[aligned-ibrp-s-1]-An Invoice that contains an Invoice line (ibg-25), a Document level allowance (ibg-2) or a Document level charge (ibg-21) where the tax category code (ibt-151, ibt-95 or ibt-12) is ""Standard rated"" MUST contain in the tax breakdown (ibg-23) at least one tax category code (ibt-118) equal with ""Standard rated"".
[aligned-ibrp-s-2]-An Invoice that contains an Invoice line (ibg-25) where the Invoiced item tax category code (ibt-151) is ""Standard rated"" MUST contain the Seller tax Identifier (ibt-31), the Seller tax registration identifier (ibt-32) and/or the Seller tax representative tax identifier (ibt-63).
[aligned-ibrp-s-5]-In an Invoice line (ibg-25) where the Invoiced item tax category code (ibt-151) is ""Standard rated"" the Invoiced item tax rate (ibt-152) MUST be greater than zero.
[aligned-ibrp-z-1]-An Invoice that contains an Invoice line (ibg-25), a Document level allowance (ibg-2) or a Document level charge (ibg-21) where the tax category code (ibt-151, ibt-95 or ibt-12) is ""Zero rated"" MUST contain in the tax breakdown (ibg-23) exactly one tax category code (ibt-118) equal with ""Zero rated"".
[aligned-ibrp-z-5]-In an Invoice line (ibg-25) where the Invoiced item tax category code (ibt-151) is ""Zero rated"" the Invoiced item tax rate (ibt-152) MUST be  (zero)."
2960	ibt-126	Shared	1..1		1..1	2	Invoice line identifier	______ID	Identifier	A unique identifier for the individual line within the Invoice.	________________________ID_			1	3740	cbc:ID	udt:IdentifierType	/Invoice/cac:InvoiceLine/cbc:ID			1..1				"SHARED:
[ibr-21]-Each Invoice line (ibg-25) MUST have an Invoice line identifier (ibt-126)."		
2970	ibt-127	Shared	0..1		0..1	2	Invoice line note	________	Text	A textual note that gives unstructured information that is relevant to the Invoice line.	______________________________________			ABC1234	3750	cbc:Note	udt:TextType	/Invoice/cac:InvoiceLine/cbc:Note			0..n	CAR-3	CAR-3				
3030	ibt-129	Shared	1..1		1..1	2	Invoiced quantity	______	Quantity	The quantity of items (goods or services) that is charged in the Invoice line.	_____________(_______)____	"In the numerical representation, for data type quantity, the decimal point is . (period), and the integer part is not separated by 1000 units."	"__1________12_______10_________jbt-150 _________________DZN_________10 
__2________12_______10_________jbt-150 _________________EA_____jbt-149 _________12______120 
___________________ 
__________ Quantity ____________________1000__________"	5000	3760	cbc:InvoicedQuantity	udt:QuantityType	/Invoice/cac:InvoiceLine/cbc:InvoicedQuantity			0..1	CAR-2	CAR-2		"SHARED:
[ibr-22]-Each Invoice line (ibg-25) MUST have an invoiced quantity (ibt-129).."	"CODELIST:
[ibr-cl-23]-Unit code MUST be coded according to the UN/ECE Recommendation 2 with Rec 21 extension"	"POOLED:
[aligned-ibrp-53]-Invoice line net amount (ibt-131) MUST equal (Invoiced quantity (ibt-129) * (Item net price (ibt-146)/item price base quantity (ibt-149)) + Sum of invoice line charge amount (ibt-141) - sum of invoice line allowance amount (ibt-136)."
3040	ibt-130	Shared	1..1		1..1	2	Invoiced quantity unit of measure code	______________	Code	The unit of measure that applies to the invoiced quantity.	_________________		"_____, UN/ECE____________________ 
___ 20 __ ________________ ___ 
___ 21 __ ________________________________
_____________________________________________
____________________________________________________________________________________(_______________________)__
________________________________________________
__________12_______10__________________DZN"	EA	3770	@unitCode	xsd:normalizedString	/Invoice/cac:InvoiceLine/cbc:InvoicedQuantity/@unitCode		UNECERec2	0..1	CAR-2	CAR-2		"SHARED:
[ibr-23]-An Invoice line (ibg-25) MUST have an Invoiced quantity unit of measure code (ibt-13).
[ibr-88]-Unit code of price base quantity (ibt-15) MUST be same as invoiced quantity (ibt-13)."	"CODELIST:
[ibr-cl-23]-Unit code MUST be coded according to the UN/ECE Recommendation 2 with Rec 21 extension"	
3050	ibt-131	Shared	1..1		1..1	2	Invoice line net amount	___________(___)	Amount	The total amount of the Invoice line (before tax).	_______________(___)_		"jbt_131 = jbt-146 ____(__/___)(___) _ (jbt-129 _______ ÷ jbt-149 ________ + jbt-141 _____________(___) _ jbt-136 ___________(___)
________________(___)_______2_______________________________________________
jbt-131 __/___________ = (jbt-146 ____(__/___)(___) ÷ jbt-149 ________ _ jbt-129 _______ ___________2______________
_____________(___) _______________(___)____________
"	4000	3780	cbc:LineExtensionAmount	udt:AmountType	/Invoice/cac:InvoiceLine/cbc:LineExtensionAmount			1..1				"SHARED:
[ibr-24]-Each Invoice line (ibg-25) MUST have an Invoice line net amount (ibt-131).
[ibr-co-1]-Sum of Invoice line net amount (ibt-16) = Œ£ Invoice line net amount (ibt-131).
[ibr-co-13]-Invoice total amount without Tax (ibt-19) = Œ£ Invoice line net amount (ibt-131) - Sum of allowances on document level (ibt-17) + Sum of charges on document level (ibt-18)."	"CODELIST:
[ibr-cl-3]-currencyID MUST be coded using ISO code list 4217 alpha-3."	"POOLED:
[aligned-ibrp-53]-Invoice line net amount (ibt-131) MUST equal (Invoiced quantity (ibt-129) * (Item net price (ibt-146)/item price base quantity (ibt-149)) + Sum of invoice line charge amount (ibt-141) - sum of invoice line allowance amount (ibt-136).
[aligned-ibrp-ae-8]-For each different value of tax category rate (ibt-119) where the tax category code (ibt-118) is """"Reverse charge"", the tax category taxable amount (ibt-116) in a tax breakdown (ibg-23) MUST equal the sum of Invoice line net amounts (ibt-131) plus the sum of document level charge amounts (ibt-99) minus the sum of document level allowance amounts (ibt-92) where the tax category code (ibt-151, ibt-12, ibt-95) is ""Standard rated"" and the tax rate (ibt-152, ibt-13, ibt-96) equals the tax category rate (ibt-119).
[aligned-ibrp-e-8]-In a tax breakdown (ibg-23) where the tax category code (ibt-118) is ""Exempt from tax"" the tax category taxable amount (ibt-116) MUST equal the sum of Invoice line net amounts (ibt-131) minus the sum of Document level allowance amounts (ibt-92) plus the sum of Document level charge amounts (ibt-99) where the tax category codes (ibt-151, ibt-95, ibt-12) are ""Exempt from tax"".
[aligned-ibrp-g-8]-In a tax breakdown (ibg-23) where the tax category code (ibt-118) is ""Export"" the tax category taxable amount (ibt-116) MUST equal the sum of Invoice line net amounts (ibt-131) minus the sum of Document level allowance amounts (ibt-92) plus the sum of Document level charge amounts (ibt-99) where the tax category codes (ibt-151, ibt-95, ibt-12) are ""Export"".
[aligned-ibrp-ic-8]-In a tax breakdown (ibg-23) where the tax category code (ibt-118) is ""Intra-community supply"" the tax category taxable amount (ibt-116) MUST equal the sum of Invoice line net amounts (ibt-131) minus the sum of Document level allowance amounts (ibt-92) plus the sum of Document level charge amounts (ibt-99) where the tax category codes (ibt-151, BT-95, BT-12) are ""Intra-community supply"".
[aligned-ibrp-o-8]-In a tax breakdown (ibg-23) where the tax category code (ibt-118) is "" Not subject to tax"" the tax category taxable amount (ibt-116) MUST equal the sum of Invoice line net amounts (ibt-131) minus the sum of Document level allowance amounts (ibt-92) plus the sum of Document level charge amounts (ibt-99) where the tax category codes (ibt-151, ibt-95, ibt-12) are ""Not subject to tax"".
[aligned-ibrp-s-8]-For each different value of tax category rate (ibt-119) where the tax category code (ibt-118) is ""Standard rated"", the tax category taxable amount (ibt-116) in a tax breakdown (ibg-23) MUST equal the sum of Invoice line net amounts (ibt-131) plus the sum of document level charge amounts (ibt-99) minus the sum of document level allowance amounts (ibt-92) where the tax category code (ibt-151, ibt-12, ibt-95) is ""Standard rated"" and the tax rate (ibt-152, ibt-13, ibt-96) equals the tax category rate (ibt-119).
[aligned-ibrp-z-8]-In a tax breakdown (ibg-23) where tax category code (ibt-118) is ""Zero rated"" the tax category taxable amount (ibt-116) MUST equal the sum of Invoice line net amount (ibt-131) minus the sum of Document level allowance amounts (ibt-92) plus the sum of Document level charge amounts (ibt-99) where the tax category codes (ibt-151, ibt-95, ibt-12) are ""Zero rated""."
															3790	@currencyID	xsd:normalizedString	/Invoice/cac:InvoiceLine/cbc:LineExtensionAmount/@currencyID			1..1						
3090	ibt-133	Shared	0..1		0..1	2	Invoice line Buyer accounting reference	_____________	Text	A textual value that specifies where to book the relevant data into the Buyer’s financial accounts.	_________________________________________		______________________________________		3800	cbc:AccountingCost	udt:TextType	/Invoice/cac:InvoiceLine/cbc:AccountingCost			0..1						
3100	ibg-26	Shared	0..1		0..1	2	INVOICE LINE PERIOD	_________		A group of business terms providing information about the period relevant for the Invoice line.	___________________				3810	cac:InvoicePeriod	cac:PeriodType	/Invoice/cac:InvoiceLine/cac:InvoicePeriod			0..n	CAR-3	CAR-3	"[aligned-ibr-jp-1]-If a date of an invoice period (ibg-14) or an invoice line period (ibg-26) is on and after October 1st 223, Seller Tax Identifier shall be coded by using a Registration Number for Qualified Invoice purpose in Japan, which consists of 14 digits that start with T.
[aligned-ibrp-52]-An Invoice MUST have an invoice period (ibg-14) or an Invoice line period (ibg-26)."	"SHARED:
[ibr-11]-Invoice line period (ibg-26) MUST occur maximum once.
[ibr-co-2]-If Invoice line period (ibg-26) is used, the Invoice line period start date (ibt-134) or the Invoice line period end date (ibt-135) MUST be filled, or both."		"POOLED:
[aligned-ibrp-52]-An Invoice MUST have an invoice period (ibg-14) or an Invoice line period (ibg-26)."
3110	ibt-134	Shared	0..1		0..1	3	Invoice line period start date	____________	Date	The date when the Invoice period for this Invoice line starts.	__________________	The date is described in the Christian era and is YYYY-MM-DD. 	___________YYYY-MM-DD ____		3820	cbc:StartDate	udt:DateType	/Invoice/cac:InvoiceLine/cac:InvoicePeriod/cbc:StartDate			0..1				"SHARED:
[ibr-3]-If both Invoice line period start date (ibt-134) and Invoice line period end date (ibt-135) are given then the Invoice line period end date (ibt-135) MUST be later or equal to the Invoice line period start date (ibt-134).
[ibr-85]-Start date of line period (ibt-134) MUST be within invoice period (ibg-14).
[ibr-co-2]-If Invoice line period (ibg-26) is used, the Invoice line period start date (ibt-134) or the Invoice line period end date (ibt-135) MUST be filled, or both."		
3120	ibt-135	Shared	0..1		0..1	3	Invoice line period end date	____________	Date	The date when the Invoice period for this Invoice line ends.	__________________	The date is described in the Christian era and is YYYY-MM-DD. 	___________YYYY-MM-DD ____		3830	cbc:EndDate	udt:DateType	/Invoice/cac:InvoiceLine/cac:InvoicePeriod/cbc:EndDate			0..1				"SHARED:
[ibr-3]-If both Invoice line period start date (ibt-134) and Invoice line period end date (ibt-135) are given then the Invoice line period end date (ibt-135) MUST be later or equal to the Invoice line period start date (ibt-134).
[ibr-86]-End date of line period (ibt-135) MUST be within invoice period (ibg-14).
[ibr-co-2]-If Invoice line period (ibg-26) is used, the Invoice line period start date (ibt-134) or the Invoice line period end date (ibt-135) MUST be filled, or both."		
															3840	cac:OrderLineReference	cac:OrderLineReferenceType	/Invoice/cac:InvoiceLine/cac:OrderLineReference			0..n	CAR-3					
3070	ibt-132	Shared	0..1		0..1	2	Referenced purchase order line reference	_________	Document Reference	"An identifier for a referenced line within a purchase order, issued by the Buyer."	________________________ID_			2023-POIU-8745#001	3850	cbc:LineID	udt:IdentifierType	/Invoice/cac:InvoiceLine/cac:OrderLineReference/cbc:LineID			1..1	CAR-3	CAR-3		"SHARED:
[ibr-19]-Referenced purchase order line identifier (ibt-132) MUST occur maximum once."		
															3860	cac:OrderReference	cac:OrderReferenceType	/Invoice/cac:InvoiceLine/cac:OrderLineReference/cac:OrderReference			0..1						
3060	ibt-183	Aligned	0..1		0..1	2	Purchase order reference	_______	Document Reference	"An identifier for a referenced purchase order, issued by the Buyer."	____________________ID_			2023-POIU-8745	3870	cbc:ID	udt:IdentifierType	/Invoice/cac:InvoiceLine/cac:OrderLineReference/cac:OrderReference/cbc:ID			1..1						
															3880	cac:DespatchLineReference	cac:LineReferenceType	/Invoice/cac:InvoiceLine/cac:DespatchLineReference			0..n						
															3890	cbc:LineID	udt:IdentifierType	/Invoice/cac:InvoiceLine/cac:DespatchLineReference/cbc:LineID			1..1						
															3900	cac:DocumentReference	cac:DocumentReferenceType	/Invoice/cac:InvoiceLine/cac:DespatchLineReference/cac:DocumentReference			0..1						
3080	ibt-184	Aligned	0..1		0..1	2	Despatch advice reference	_______	Document Reference	An identifier for a referenced despatch advice.	_______________________ID_				3910	cbc:ID	udt:IdentifierType	/Invoice/cac:InvoiceLine/cac:DespatchLineReference/cac:DocumentReference/cbc:ID			1..1				"SHARED:
[ibr-92]-If despatch advice reference exists on line (ibt-184) then there MUST not be despatch reference on document level (ibt-16)."	"CODELIST:
[ibr-cl-7]-Object identifier identification scheme MUST be coded using a restriction of UNTDID 1153."	
2980	ibg-36	Aligned	0..1		0..1	2	LINE DOCUMENT REFERENCE	_______		"An identifier for an object on which the invoice line is based, given by the Seller."	___________________________________________				3920	cac:DocumentReference	cac:DocumentReferenceType	/Invoice/cac:InvoiceLine/cac:DocumentReference[cbc:DocumentTypeCode!='130']	cbc:DocumentTypeCode != 130		0..n	CAR-3	CAR-3		"SHARED:
[ibr-89]-Only one invoiced object (ibg-36) is allowed per line (ibg-25)."	"CODELIST:
[ibr-cl-7]-Object identifier identification scheme MUST be coded using a restriction of UNTDID 1153."	
2990	ibt-188	Aligned	1..1		1..1	3	Invoice line document identifier	_____ID	Identifier	An identifiers for a document that the invoice line referes to.	______________ID			1	3930	cbc:ID	udt:IdentifierType	/Invoice/cac:InvoiceLine/cac:DocumentReference[cbc:DocumentTypeCode!='130']/cbc:ID			1..1						
3000	ibt-189	Aligned	0..1		0..1	3	Document type code	________	Code	A code that qualifies the type of the document that is referenced.	_________________				3940	cbc:DocumentTypeCode	udt:CodeType	/Invoice/cac:InvoiceLine/cac:DocumentReference[cbc:DocumentTypeCode!='130']/cbc:DocumentTypeCode		UNCL11	0..1						
															3950	cac:DocumentReference	cac:DocumentReferenceType	/Invoice/cac:InvoiceLine/cac:DocumentReference[cbc:DocumentTypeCode='130']	cbc:DocumentTypeCode = 130		0..n	CAR-3					
3010	ibt-128	Shared	0..1		0..1	2	Invoice line object identifier	____________ID	Identifier	"An identifier for an object on which the invoice line is based, given by the Seller."	________________________________ID_(_____________________________________				3960	cbc:ID	udt:IdentifierType	/Invoice/cac:InvoiceLine/cac:DocumentReference[cbc:DocumentTypeCode='130']/cbc:ID			1..1	CAR-3	CAR-3				
3020	ibt-128-1	Shared	0..1		0..1	3	Scheme identifier	____ID	_	An identifiers for a document that the invoice line referes to.	______________________ID________________________________UNTDID 1153 code list  ___________ID_____________				3970	@schemeID	xsd:normalizedString	/Invoice/cac:InvoiceLine/cac:DocumentReference[cbc:DocumentTypeCode='130']/cbc:ID/@schemeID		UNCL1153	0..1						
3130	ibg-27	Shared	0..n		0..n	2	INVOICE LINE ALLOWANCES	_________		A group of business terms providing information about allowances applicable to the individual Invoice line.	_____________________________________				3990	cac:AllowanceCharge	cac:AllowanceChargeType	/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=false()]	cbc:ChargeIndicator = false		0..n				"SHARED:
[ibr-41]-Each Invoice line allowance (ibg-27) MUST have an Invoice line allowance amount (ibt-136).
[ibr-42]-Each Invoice line allowance (ibg-27) MUST have an Invoice line allowance reason (ibt-139) or an Invoice line allowance reason code (ibt-14)."		
															4000	cbc:ChargeIndicator	udt:IndicatorType	/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:ChargeIndicator			1..1						
3180	ibt-140	Shared	0..1		0..1	3	Invoice line allowance reason code	______________	Code	"The reason for the Invoice line allowance, expressed as a code."	___________________				4010	cbc:AllowanceChargeReasonCode	udt:CodeType	/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:AllowanceChargeReasonCode		UNCL5189	0..1				"SHARED:
[ibr-42]-Each Invoice line allowance (ibg-27) MUST have an Invoice line allowance reason (ibt-139) or an Invoice line allowance reason code (ibt-14)."	"CODELIST:
[ibr-cl-19]-Coded allowance reasons MUST belong to the UNCL 5189 code list
[ibr-cl-2]-Coded charge reasons MUST belong to the UNCL 7161 code list"	
3170	ibt-139	Shared	0..1		0..1	3	Invoice line allowance reason	___________	Text	"The reason for the Invoice line allowance, expressed as text."	____________________				4020	cbc:AllowanceChargeReason	udt:TextType	/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:AllowanceChargeReason			0..n	CAR-3	CAR-3		"SHARED:
[ibr-42]-Each Invoice line allowance (ibg-27) MUST have an Invoice line allowance reason (ibt-139) or an Invoice line allowance reason code (ibt-14)."		
3160	ibt-138	Shared	0..1		0..1	3	Invoice line allowance percentage	___________	Percentage	"The percentage that may be used, in conjunction with the Invoice line allowance base amount, to calculate the Invoice line allowance amount."	______________________________________________				4030	cbc:MultiplierFactorNumeric	udt:NumericType	/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:MultiplierFactorNumeric			0..1						
3140	ibt-136	Shared	1..1		1..1	3	Invoice line allowance amount	___________(___)	Amount	"The amount of an allowance, without TAX."	____(___)_				4040	cbc:Amount	udt:AmountType	/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:Amount			1..1				"SHARED:
[ibr-41]-Each Invoice line allowance (ibg-27) MUST have an Invoice line allowance amount (ibt-136)."	"CODELIST:
[ibr-cl-3]-currencyID MUST be coded using ISO code list 4217 alpha-3."	"POOLED:
[aligned-ibrp-53]-Invoice line net amount (ibt-131) MUST equal (Invoiced quantity (ibt-129) * (Item net price (ibt-146)/item price base quantity (ibt-149)) + Sum of invoice line charge amount (ibt-141) - sum of invoice line allowance amount (ibt-136)."
															4050	@currencyID	xsd:normalizedString	/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:Amount/@currencyID			1..1						
3150	ibt-137	Shared	0..1		0..1	3	Invoice line allowance base amount	________________	Amount	"The base amount that may be used, in conjunction with the Invoice line allowance percentage, to calculate the Invoice line allowance amount."	__________________________________________				4060	cbc:BaseAmount	udt:AmountType	/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:BaseAmount			0..1						
															4070	@currencyID	xsd:normalizedString	/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:BaseAmount/@currencyID			1..1						
3190	ibg-28	Shared	0..n		0..n	2	INVOICE LINE CHARGES	___________		A group of business terms providing information about charges and taxes other than TAX applicable to the individual Invoice line.	_______________________________________				4080	cac:AllowanceCharge	cac:AllowanceChargeType	/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=true()]	cbc:ChargeIndicator = true		0..n				"SHARED:
[ibr-43]-Each Invoice line charge (ibg-28) MUST have an Invoice line charge amount (ibt-141).
[ibr-44]-Each Invoice line charge (ibg-28) MUST have an Invoice line charge reason (ibt-144) or an invoice line charge reason code (ibt-145)."		
															4090	cbc:ChargeIndicator	udt:IndicatorType	/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:ChargeIndicator			1..1						
3240	ibt-145	Shared	0..1		0..1	3	Invoice line charge reason code	________________	Code	"The reason for the Invoice line charge, expressed as a code."	_____________________				4100	cbc:AllowanceChargeReasonCode	udt:CodeType	/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:AllowanceChargeReasonCode		UNCL7161	0..1				"SHARED:
[ibr-44]-Each Invoice line charge (ibg-28) MUST have an Invoice line charge reason (ibt-144) or an invoice line charge reason code (ibt-145)."	"CODELIST:
[ibr-cl-19]-Coded allowance reasons MUST belong to the UNCL 5189 code list
[ibr-cl-2]-Coded charge reasons MUST belong to the UNCL 7161 code list"	
3230	ibt-144	Shared	0..1		0..1	3	Invoice line charge reason	_____________	Text	"The reason for the Invoice line charge, expressed as text."	______________________				4110	cbc:AllowanceChargeReason	udt:TextType	/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:AllowanceChargeReason			0..n	CAR-3	CAR-3		"SHARED:
[ibr-44]-Each Invoice line charge (ibg-28) MUST have an Invoice line charge reason (ibt-144) or an invoice line charge reason code (ibt-145)."		
